nombre	provincia	comunidad	y	x	huso	municipio
PLAYA GRAN DE PALAMÓS 	Girona	Cataluña	4633085	510100	31	Palamós
PLAYA CALA ESTRETA 	Girona	Cataluña	4634860	514220	31	Palamós
PLAYA CALA MARGARIDA 	Girona	Cataluña	4633240	511730	31	Palamós
PLAYA DEL GRAU 	Girona	Cataluña	4649828	516596	31	Pals
PLAYA GRAN DE PALS 	Girona	Cataluña	4648592	517010	31	Pals
PLAYA DE PORTBOU 	Girona	Cataluña	4697441	513341	31	Portbou
PLAYA DEL PORT DE LA SELVA 	Girona	Cataluña	4687330	516715	31	Port de la Selva (El)
PLAYA DEL PAS 	Girona	Cataluña	4688208	516712	31	Port de la Selva (El)
PLAYA DE TAMARIUA 	Girona	Cataluña	4688200	517365	31	Port de la Selva (El)
PLAYA DEL PORT DE LA VALL 	Girona	Cataluña	4688097	515440	31	Port de la Selva (El)
PLAYA DE L	Girona	Cataluña	4676715	517190	31	Roses
PLAYA DE ROSES 	Girona	Cataluña	4679299	514233	31	Roses
PLAYA DE SANTA MARGARIDA 	Girona	Cataluña	4679130	513060	31	Roses
PLAYA CANYELLES PETITES 	Girona	Cataluña	4677410	516300	31	Roses
PLAYA DE LA PUNTA 	Girona	Cataluña	4678770	514870	31	Roses
PLAYA DELS PALANGRERS 	Girona	Cataluña	4677795	515078	31	Roses
PLAYA CALA MONTJOI 	Girona	Cataluña	4677870	518919	31	Roses
PLAYA DE SANT POL 	Girona	Cataluña	4626741	504470	31	Sant Feliu de Guíxols
PLAYA DE SANT FELIU 	Girona	Cataluña	4625550	502720	31	Sant Feliu de Guíxols
PLAYA DELS CANYERETS 	Girona	Cataluña	4623375	498752	31	Sant Feliu de Guíxols
PLAYA DE LA GOLA 	Girona	Cataluña	4671003	509334	31	Sant Pere Pescador
PLAYA DE SANT PERE PESCADOR 	Girona	Cataluña	4666716	509656	31	Sant Pere Pescador
PLAYA DEL SENYOR RAMON 	Girona	Cataluña	4623024	498192	31	Santa Cristina d
PLAYA CALA MONTGÓ 	Girona	Cataluña	4661910	514103	31	Torroella de Montgrí
PLAYA DE L	Girona	Cataluña	4654500	516390	31	Torroella de Montgrí
PLAYA DE LA GOLA 	Girona	Cataluña	4651930	516303	31	Torroella de Montgrí
PLAYA CALA GIVEROLA 	Girona	Cataluña	4620780	496290	31	Tossa de Mar
PLAYA DE TOSSA 	Girona	Cataluña	4618810	494630	31	Tossa de Mar
PLAYA DE LLORELL 	Girona	Cataluña	4617765	492010	31	Tossa de Mar
PLAYA DE LA MAR MENUDA 	Girona	Cataluña	4619085	494965	31	Tossa de Mar
PLAYA CALA SALIONÇ 	Girona	Cataluña	4621970	497345	31	Tossa de Mar
PLAYA D	Girona	Cataluña	4618400	494472	31	Tossa de Mar
PLAYA DE LA MARTINENCA	Tarragona	Cataluña	4494400	292440	31	Alcanar
PLAYA DE LES CASES D	Tarragona	Cataluña	4491980	290960	31	Alcanar
PLAYA DEL MARJAL 	Tarragona	Cataluña	4491470	290535	31	Alcanar
PLAYA DEL MARICEL 	Tarragona	Cataluña	4494024	291897	31	Alcanar
PLAYA D	Tarragona	Cataluña	4555110	364325	31	Altafulla
PLAYA DE CALAFATÓ 	Tarragona	Cataluña	4532205	317999	31	Ametlla de Mar (L
PLAYA CALA FORN 	Tarragona	Cataluña	4531025	317095	31	Ametlla de Mar (L
PLAYA DE PIXAVAQUES 	Tarragona	Cataluña	4528710	315370	31	Ametlla de Mar (L
PLAYA DE L	Tarragona	Cataluña	4528443	315231	31	Ametlla de Mar (L
PLAYA DE SANT JORDI D	Tarragona	Cataluña	4531485	317580	31	Ametlla de Mar (L
PLAYA DE L	Tarragona	Cataluña	4502814	312755	31	Amposta
PLAYA DE SEGUR DE CALAFELL 	Tarragona	Cataluña	4560820	382935	31	Calafell
PLAYA DE CALAFELL 	Tarragona	Cataluña	4560615	380260	31	Calafell
PLAYA DE L	Tarragona	Cataluña	4560795	381753	31	Calafell
PLAYA DE VILAFORTUNY 	Tarragona	Cataluña	4548440	340620	31	Cambrils
PLAYA DE L	Tarragona	Cataluña	4548110	339820	31	Cambrils
PLAYA DEL PRAT D	Tarragona	Cataluña	4548068	338008	31	Cambrils
PLAYA DE LA LLOSA 	Tarragona	Cataluña	4547774	335938	31	Cambrils
PLAYA DE L	Tarragona	Cataluña	4547262	335071	31	Cambrils
PLAYA HORTA DE SANTA MARIA 	Tarragona	Cataluña	4547896	336305	31	Cambrils
PLAYA DE LA DORADA 	Tarragona	Cataluña	4547083	334610	31	Cambrils
PLAYA DE CAP DE SANT PERE 	Tarragona	Cataluña	4548686	341607	31	Cambrils
PLAYA DE CAVET	Tarragona	Cataluña	4547869	338769	31	Cambrils
PLAYA DE CREIXELL 	Tarragona	Cataluña	4557430	369390	31	Creixell
PLAYA DE CUNIT 	Tarragona	Cataluña	4561280	385620	31	Cunit
PLAYA DE LA PIXEROTA 	Tarragona	Cataluña	4545810	332490	31	Mont-roig del Camp
PLAYA DE LA PORQUEROLA 	Tarragona	Cataluña	4544570	329890	31	Mont-roig del Camp
PLAYA DE LA CASA DELS LLADRES 	Tarragona	Cataluña	4543960	329050	31	Mont-roig del Camp
PLAYA CRISTALL 	Tarragona	Cataluña	4540996	326560	31	Mont-roig del Camp
PLAYA CALA VIENESOS-PLATJA DELS ESPENYALS 	Tarragona	Cataluña	4542745	327890	31	Mont-roig del Camp
PLAYA DE SANTA LLÚCIA 	Tarragona	Cataluña	4522525	309700	31	Perelló (El)
PLAYA DE L	Tarragona	Cataluña	4524235	310570	31	Perelló (El)
PLAYA CALA DE LA BUENA 	Tarragona	Cataluña	4521960	309640	31	Perelló (El)
PLAYA DE LA COSTA DAURADA 	Tarragona	Cataluña	4559070	373400	31	Roda de Barà
PLAYA LLARGA	Tarragona	Cataluña	4558470	371440	31	Roda de Barà
PLAYA DE LA PUNTA DEL GUINEU 	Tarragona	Cataluña	4558749	372519	31	Roda de Barà
PLAYA DEL PARC DE GARBÍ 	Tarragona	Cataluña	4498853	296507	31	Sant Carles de la Ràpita
PLAYA DE L	Tarragona	Cataluña	4497670	307322	31	Sant Carles de la Ràpita
PLAYA DEL TRABUCADOR 	Tarragona	Cataluña	4497555	307465	31	Sant Carles de la Ràpita
PLAYA DE LES DELÍCIES 	Tarragona	Cataluña	4498049	295668	31	Sant Carles de la Ràpita
PLAYA DE TAMARIT 	Tarragona	Cataluña	4554771	362917	31	Tarragona
PLAYA DE LA MÓRA 	Tarragona	Cataluña	4554450	361350	31	Tarragona
PLAYA LLARGA 	Tarragona	Cataluña	4554570	357650	31	Tarragona
PLAYA DE LA SAVINOSA 	Tarragona	Cataluña	4554050	356250	31	Tarragona
PLAYA DE L	Tarragona	Cataluña	4553620	355450	31	Tarragona
PLAYA DEL MIRACLE 	Tarragona	Cataluña	4553070	354178	31	Tarragona
PLAYA DELS MUNTANYANS 	Tarragona	Cataluña	4556565	367810	31	Torredembarra
PLAYA DEL BARRI MARÍTIM 	Tarragona	Cataluña	4555950	366745	31	Torredembarra
PLAYA DE LA PAELLA 	Tarragona	Cataluña	4555695	366310	31	Torredembarra
PLAYA DE LA PUNTA DEL RIU 	Tarragona	Cataluña	4540010	326090	31	Vandellòs i l
PLAYA DE L	Tarragona	Cataluña	4534580	319870	31	Vandellòs i l
PLAYA DE L	Tarragona	Cataluña	4539645	324767	31	Vandellòs i l
PLAYA DEL TORN 	Tarragona	Cataluña	4537890	322970	31	Vandellòs i l
PLAYA DE SANT SALVADOR 	Tarragona	Cataluña	4560195	377390	31	Vendrell (El)
PLAYA DE COMA-RUGA 	Tarragona	Cataluña	4559810	375924	31	Vendrell (El)
PLAYA DEL FRANCÀS 	Tarragona	Cataluña	4559460	374570	31	Vendrell (El)
PLAYA DE LA PINEDA 	Tarragona	Cataluña	4549202	347624	31	Vila-seca
PLAYA DEL RACÓ 	Tarragona	Cataluña	4547942	347080	31	Vila-seca
PLAYA DE RIUMAR 	Tarragona	Cataluña	4511489	317127	31	Deltebre
PLAYA DE LA MARQUESA 	Tarragona	Cataluña	4515337	314048	31	Deltebre
PLAYA DE LA BASSA D	Tarragona	Cataluña	4512405	316225	31	Deltebre
PLAYA DEL MIGJORN 	Tarragona	Cataluña	4506024	318825	31	Sant Jaume d
PLAYA DEL SERRALLO 	Tarragona	Cataluña	4503700	314520	31	Sant Jaume d
PLAYA CALA CRANCS 	Tarragona	Cataluña	4546820	346120	31	Salou
PLAYA CALA FONT 	Tarragona	Cataluña	4547160	345600	31	Salou
PLAYA LLARGA 	Tarragona	Cataluña	4547840	345104	31	Salou
PLAYA DE LLEVANT 	Tarragona	Cataluña	4548760	343480	31	Salou
PLAYA DE PONENT 	Tarragona	Cataluña	4548940	342820	31	Salou
PLAYA CAPELLANS 	Tarragona	Cataluña	4548175	344510	31	Salou
PLAYA DEL CAP ROIG 	Tarragona	Cataluña	4521590	308900	31	Ampolla (L
PLAYA D	Tarragona	Cataluña	4520705	307410	31	Ampolla (L
PLAYA DE L	Tarragona	Cataluña	4518569	306413	31	Ampolla (L
PLAYA DEL RACO DE L	Alicante/Alacant	Comunidad Valenciana	4273905.15	755889.37	30	Alfàs del Pi (l
PLAYA DE SANT JOAN	Alicante/Alacant	Comunidad Valenciana	4250744	726457	30	Alicante/Alacant
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4249389	723500	30	Alicante/Alacant
PLAYA DEL POSTIGUET	Alicante/Alacant	Comunidad Valenciana	4247437.92	720663.67	30	Alicante/Alacant
PLAYA DEL SALADAR	Alicante/Alacant	Comunidad Valenciana	4240202	717043	30	Alicante/Alacant
PLAYA DE TABARCA	Alicante/Alacant	Comunidad Valenciana	4227416	720954	30	Alicante/Alacant
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4249093.36	724220.21	30	Alicante/Alacant
PLAYA DE CAP NEGRET	Alicante/Alacant	Comunidad Valenciana	4277382.18	757909.45	30	Altea
PLAYA DE LA RODA	Alicante/Alacant	Comunidad Valenciana	4276002.1	756808.21	30	Altea
PLAYA DE CAP BLANC	Alicante/Alacant	Comunidad Valenciana	4274348.93	755951.19	30	Altea
PLAYA DEL MASCARAT	Alicante/Alacant	Comunidad Valenciana	4280274.4	761483.25	30	Altea
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4278882.17	758888.71	30	Altea
PLAYA DE LA BARRETA	Alicante/Alacant	Comunidad Valenciana	4280228.56	760742.48	30	Altea
PLAYA DE LLEVANT	Alicante/Alacant	Comunidad Valenciana	4269339.33	750858	30	Benidorm
PLAYA DEL MAL PAS	Alicante/Alacant	Comunidad Valenciana	4269202.98	750109.63	30	Benidorm
PLAYA DE PONENT	Alicante/Alacant	Comunidad Valenciana	4268728.33	747770.23	30	Benidorm
PLAYA DE CALA FUSTERA	Alicante/Alacant	Comunidad Valenciana	4284294.83	768811.6	30	Benissa
PLAYA DE CALA DEL MORAIG	Alicante/Alacant	Comunidad Valenciana	4289548.42	775479.66	30	Benitachell/Poble Nou de Benitatxell (el)
PLAYA DE LA CALALGA	Alicante/Alacant	Comunidad Valenciana	4282952.33	767937.43	30	Calpe/Calp
PLAYA DE LA FOSSA	Alicante/Alacant	Comunidad Valenciana	4282115.91	767624.91	30	Calpe/Calp
PLAYA DE CANTAL ROIG	Alicante/Alacant	Comunidad Valenciana	4281482	767173	30	Calpe/Calp
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4281631	765622	30	Calpe/Calp
PLAYA DEL PORT BLANC	Alicante/Alacant	Comunidad Valenciana	4280915.3	764243.13	30	Calpe/Calp
PLAYA DEL CARRER DE LA MAR	Alicante/Alacant	Comunidad Valenciana	4256305	727986	30	Campello (el)
PLAYA DE MUTXAVISTA	Alicante/Alacant	Comunidad Valenciana	4253192	726660	30	Campello (el)
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4257584.86	728614.19	30	Campello (el)
PLAYA DE LES DEVESES	Alicante/Alacant	Comunidad Valenciana	4308212.15	757512.63	30	Dénia
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4306382.5	761334.6	30	Dénia
PLAYA DE LES MARINES	Alicante/Alacant	Comunidad Valenciana	4305495.58	768088.78	30	Dénia
PLAYA DE MARINETA CASSIANA	Alicante/Alacant	Comunidad Valenciana	4303277.57	771152.5	30	Dénia
PLAYA DE LES ROTES	Alicante/Alacant	Comunidad Valenciana	4303074.82	772796.87	30	Dénia
PLAYA DE LES BOVETES	Alicante/Alacant	Comunidad Valenciana	4306047.39	765859.27	30	Dénia
PLAYA PUNTA DEL RASET	Alicante/Alacant	Comunidad Valenciana	4304703	769717.23	30	Dénia
PLAYA DELS MOLINS	Alicante/Alacant	Comunidad Valenciana	4306001.95	763737.52	30	Dénia
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4238883	717142	30	Elche/Elx
PLAYA DELS ARENALS DEL SOL	Alicante/Alacant	Comunidad Valenciana	4239464	717360	30	Elche/Elx
PLAYA DEL PINET	Alicante/Alacant	Comunidad Valenciana	4225761	708035.53	30	Elche/Elx
PLAYA DE LA MARINA	Alicante/Alacant	Comunidad Valenciana	4224219	707339	30	Elche/Elx
PLAYA EL CARABASSI	Alicante/Alacant	Comunidad Valenciana	4235254	717682	30	Elche/Elx
PLAYA LES PESQUERES-EL REBOLLO	Alicante/Alacant	Comunidad Valenciana	4222943	707058	30	Elche/Elx
PLAYA DE LA CALA	Alicante/Alacant	Comunidad Valenciana	4268011.25	747095.73	30	Finestrat
PLAYA DELS VIVERS	Alicante/Alacant	Comunidad Valenciana	4219523	706616	30	Guardamar del Segura
PLAYA DE LA ROQUETA	Alicante/Alacant	Comunidad Valenciana	4217383	706456	30	Guardamar del Segura
PLAYA CENTRE	Alicante/Alacant	Comunidad Valenciana	4218354.72	706507.97	30	Guardamar del Segura
PLAYA DEL MONCAIO	Alicante/Alacant	Comunidad Valenciana	4215801	706358	30	Guardamar del Segura
PLAYA DE TUSALES	Alicante/Alacant	Comunidad Valenciana	4222055.47	706954.17	30	Guardamar del Segura
PLAYA DE ORTIGUES-CAMPO	Alicante/Alacant	Comunidad Valenciana	4213835	706206	30	Guardamar del Segura
PLAYA DE LA GRAVA	Alicante/Alacant	Comunidad Valenciana	4299057.81	776526.55	30	Jávea/Xàbia
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4296764	777263	30	Jávea/Xàbia
PLAYA DE LA GRANADELLA	Alicante/Alacant	Comunidad Valenciana	4291828.45	778019.64	30	Jávea/Xàbia
PLAYA DEL MUNTANYAR I	Alicante/Alacant	Comunidad Valenciana	4298194	776608	30	Jávea/Xàbia
PLAYA DE LA CALA BLANCA	Alicante/Alacant	Comunidad Valenciana	4295319	778988.09	30	Jávea/Xàbia
PLAYA LA BARRACA-EL PORTITXOL	Alicante/Alacant	Comunidad Valenciana	4294479.57	780287.53	30	Jávea/Xàbia
PLAYA DE PUNTA PRIMA	Alicante/Alacant	Comunidad Valenciana	4201984	701199	30	Orihuela
PLAYA FLAMENCA	Alicante/Alacant	Comunidad Valenciana	4200651	700448	30	Orihuela
PLAYA LA ZENIA	Alicante/Alacant	Comunidad Valenciana	4200044	700356	30	Orihuela
PLAYA CABO ROIG	Alicante/Alacant	Comunidad Valenciana	4198863	699749	30	Orihuela
PLAYA CAMPOAMOR	Alicante/Alacant	Comunidad Valenciana	4197590	698304	30	Orihuela
PLAYA MIL PALMERAS	Alicante/Alacant	Comunidad Valenciana	4196035	697782	30	Orihuela
PLAYA CALA CAPITAN	Alicante/Alacant	Comunidad Valenciana	4199646	700359	30	Orihuela
PLAYA DE AGUAMARINA	Alicante/Alacant	Comunidad Valenciana	4198002	698537	30	Orihuela
PLAYA DE BARRANCO RUBIO	Alicante/Alacant	Comunidad Valenciana	4197095	697899	30	Orihuela
PLAYA CALA CERRADA	Alicante/Alacant	Comunidad Valenciana	4200358	700387	30	Orihuela
PLAYA DEL VARADOR	Alicante/Alacant	Comunidad Valenciana	4229802.71	715830.15	30	Santa Pola
PLAYA DE LLEVANT	Alicante/Alacant	Comunidad Valenciana	4229880	715058	30	Santa Pola
PLAYA GRAN PLATJA	Alicante/Alacant	Comunidad Valenciana	4230009.31	712705.29	30	Santa Pola
PLAYA LLISA	Alicante/Alacant	Comunidad Valenciana	4229868.31	711769.88	30	Santa Pola
PLAYA TAMARIT	Alicante/Alacant	Comunidad Valenciana	4229781	711473	30	Santa Pola
PLAYA CALAS DEL ESTE	Alicante/Alacant	Comunidad Valenciana	4229894.49	716252.6	30	Santa Pola
PLAYA DEL PORTET	Alicante/Alacant	Comunidad Valenciana	4286995.88	773797.18	30	Teulada
PLAYA DE LA AMPOLLA	Alicante/Alacant	Comunidad Valenciana	4286888.51	772375.78	30	Teulada
PLAYA DE LES PLATGETES	Alicante/Alacant	Comunidad Valenciana	4286698	772000	30	Teulada
PLAYA DE L	Alicante/Alacant	Comunidad Valenciana	4286295.24	771591.21	30	Teulada
PLAYA DE TORRELAMATA	Alicante/Alacant	Comunidad Valenciana	4210902	706131	30	Torrevieja
PLAYA DE LOS LOCOS	Alicante/Alacant	Comunidad Valenciana	4206737.95	705570.73	30	Torrevieja
PLAYA DEL CURA	Alicante/Alacant	Comunidad Valenciana	4206020	704780	30	Torrevieja
PLAYA LOS NAUFRAGOS	Alicante/Alacant	Comunidad Valenciana	4205239	702587	30	Torrevieja
PLAYA DE CABO CERBERA	Alicante/Alacant	Comunidad Valenciana	4209245	706477	30	Torrevieja
PLAYA DE LAS PISCINAS DEL PASEO	Alicante/Alacant	Comunidad Valenciana	4205778	704258	30	Torrevieja
PLAYA CIUTAT	Alicante/Alacant	Comunidad Valenciana	4265875.13	741905.71	30	Villajoyosa/Vila Joiosa (la)
PLAYA EL PARADIS	Alicante/Alacant	Comunidad Valenciana	4264701.37	739320.09	30	Villajoyosa/Vila Joiosa (la)
PLAYA DEL BON NOU	Alicante/Alacant	Comunidad Valenciana	4264573.53	738791.99	30	Villajoyosa/Vila Joiosa (la)
PLAYA DE LA CALETA	Alicante/Alacant	Comunidad Valenciana	4264317.75	738186.66	30	Villajoyosa/Vila Joiosa (la)
PLAYA DE TORRES	Alicante/Alacant	Comunidad Valenciana	4266898.45	744454.78	30	Villajoyosa/Vila Joiosa (la)
PLAYA DE VARADERO	Alicante/Alacant	Comunidad Valenciana	4266275	743140	30	Villajoyosa/Vila Joiosa (la)
PLAYA MIL PALMERAS	Alicante/Alacant	Comunidad Valenciana	4195378	697676	30	Pilar de la Horadada
PLAYA DEL CONDE	Alicante/Alacant	Comunidad Valenciana	4193778	697482	30	Pilar de la Horadada
PLAYA PUERTO	Alicante/Alacant	Comunidad Valenciana	4193568	697123	30	Pilar de la Horadada
PLAYA DE LAS VILLAS-HIGUERICAS	Alicante/Alacant	Comunidad Valenciana	4192133	696966	30	Pilar de la Horadada
PLAYA EL MOJON	Alicante/Alacant	Comunidad Valenciana	4191552.54	697013.44	30	Pilar de la Horadada
PLAYA DE JESUITAS	Alicante/Alacant	Comunidad Valenciana	4194027	697478	30	Pilar de la Horadada
PLAYA DEL CARREGADOR	Castellón/Castelló	Comunidad Valenciana	4459913.19	778845.57	30	Alcalà de Xivert
PLAYA DE LA ROMANA	Castellón/Castelló	Comunidad Valenciana	4459131.81	778628.93	30	Alcalà de Xivert
PLAYA DEL MORO	Castellón/Castelló	Comunidad Valenciana	4458653.32	778546.37	30	Alcalà de Xivert
PLAYA DE LES FONTS	Castellón/Castelló	Comunidad Valenciana	4461171.68	779686.62	30	Alcalà de Xivert
PLAYA DE MANYETES	Castellón/Castelló	Comunidad Valenciana	4457583.75	778299.72	30	Alcalà de Xivert
PLAYA DE BEN AFELI	Castellón/Castelló	Comunidad Valenciana	4425181	756521	30	Almazora/Almassora
PLAYA DE LA TORRE	Castellón/Castelló	Comunidad Valenciana	4423360	756148	30	Almazora/Almassora
PLAYA DE CASABLANCA	Castellón/Castelló	Comunidad Valenciana	4402658	741836	30	Almenara
PLAYA DEL NORD	Castellón/Castelló	Comunidad Valenciana	4480217.72	791748.61	30	Benicarló
PLAYA DEL MORRONGO	Castellón/Castelló	Comunidad Valenciana	4479350	791262.95	30	Benicarló
PLAYA DE LA CARACOLA	Castellón/Castelló	Comunidad Valenciana	4478113.28	790226.78	30	Benicarló
PLAYA DE VORAMAR	Castellón/Castelló	Comunidad Valenciana	4438790	763162	30	Benicasim/Benicàssim
PLAYA DE L	Castellón/Castelló	Comunidad Valenciana	4438511.01	762824.46	30	Benicasim/Benicàssim
PLAYA TORRE DE SANT VICENT	Castellón/Castelló	Comunidad Valenciana	4437769.22	762131.83	30	Benicasim/Benicàssim
PLAYA DELS TERRERS	Castellón/Castelló	Comunidad Valenciana	4437424	761580	30	Benicasim/Benicàssim
PLAYA DE HELIOPOLIS	Castellón/Castelló	Comunidad Valenciana	4435716	760021	30	Benicasim/Benicàssim
PLAYA DE L	Castellón/Castelló	Comunidad Valenciana	4417157	751233	30	Burriana
PLAYA DE LA MALVARROSA	Castellón/Castelló	Comunidad Valenciana	4418114	751872	30	Burriana
PLAYA DE LA TORRE DE LA SAL	Castellón/Castelló	Comunidad Valenciana	4447569.81	769805.68	30	Cabanes
PLAYA DEL PINAR	Castellón/Castelló	Comunidad Valenciana	4430842.98	758545.32	30	Castellón de la Plana/Castelló de la Plana
PLAYA DEL SERRADAL	Castellón/Castelló	Comunidad Valenciana	4432912.23	759002.12	30	Castellón de la Plana/Castelló de la Plana
PLAYA DEL GURUGU	Castellón/Castelló	Comunidad Valenciana	4432209.78	758811.19	30	Castellón de la Plana/Castelló de la Plana
PLAYA DE LES CASES	Castellón/Castelló	Comunidad Valenciana	4406058	743835	30	Chilches
PLAYA DEL CEREZO	Castellón/Castelló	Comunidad Valenciana	4405425.02	743433.08	30	Chilches
PLAYA DE MASBO	Castellón/Castelló	Comunidad Valenciana	4408778	745360	30	Moncofa
PLAYA DE MORRO DE GOS	Castellón/Castelló	Comunidad Valenciana	4442563.83	768371.64	30	Oropesa del Mar/Orpesa
PLAYA DE LA CONXA	Castellón/Castelló	Comunidad Valenciana	4441798.81	767714	30	Oropesa del Mar/Orpesa
PLAYA LES AMPLARIES	Castellón/Castelló	Comunidad Valenciana	4444889.83	768966.66	30	Oropesa del Mar/Orpesa
PLATGETES DE BELLVER	Castellón/Castelló	Comunidad Valenciana	4438855.26	764176.73	30	Oropesa del Mar/Orpesa
PLAYA DEL NORD	Castellón/Castelló	Comunidad Valenciana	4473793.72	789117.24	30	Peñíscola
PLAYA DEL SUD	Castellón/Castelló	Comunidad Valenciana	4473259.1	788931.71	30	Peñíscola
PLAYA DEL NORD	Castellón/Castelló	Comunidad Valenciana	4454767.22	774892.66	30	Torreblanca
PLAYA DE TORRENOSTRA	Castellón/Castelló	Comunidad Valenciana	4454206.88	774302.18	30	Torreblanca
PLAYA DE FORTI	Castellón/Castelló	Comunidad Valenciana	4485725.96	794949.74	30	Vinaròs
PLAYA DEL TRIADOR	Castellón/Castelló	Comunidad Valenciana	4489147.17	796630.07	30	Vinaròs
PLAYA DEL CLOT	Castellón/Castelló	Comunidad Valenciana	4485163.54	794365.68	30	Vinaròs
PLAYA DE COSSIS	Castellón/Castelló	Comunidad Valenciana	4487063.02	795557.8	30	Vinaròs
PLAYA DE PORT SAPLAYA	Valencia/València	Comunidad Valenciana	4377320	730566	30	Alboraya
PLAYA DE LA PATACONA	Valencia/València	Comunidad Valenciana	4374544	730316	30	Alboraya
PLAYA DE BELLREGUARD	Valencia/València	Comunidad Valenciana	4317051.45	748744.15	30	Bellreguard
PLAYA DEL RACO DE LA MAR	Valencia/València	Comunidad Valenciana	4396133	740110	30	Canet d
PLAYA DEL DOSSEL	Valencia/València	Comunidad Valenciana	4342287.61	739713.32	30	Cullera
PLAYA LOS OLIVOS	Valencia/València	Comunidad Valenciana	4340762.5	739983.58	30	Cullera
PLAYA DEL RACO	Valencia/València	Comunidad Valenciana	4340604	739053	30	Cullera
PLAYA DE SANT ANTONI	Valencia/València	Comunidad Valenciana	4338904	738518	30	Cullera
PLAYA DEL MARENYET	Valencia/València	Comunidad Valenciana	4336521	738760	30	Cullera
PLAYA EL DORADO-L	Valencia/València	Comunidad Valenciana	4334787	739403	30	Cullera
PLAYA DEL FAR	Valencia/València	Comunidad Valenciana	4340955.75	740304.54	30	Cullera
PLAYA MARENY DE SANT LLORENÇ	Valencia/València	Comunidad Valenciana	4344317	738666	30	Cullera
PLAYA DEL BROSQUIL	Valencia/València	Comunidad Valenciana	4333041.93	739993.32	30	Cullera
PLAYA DE CAP BLANC	Valencia/València	Comunidad Valenciana	4340677.64	739555.24	30	Cullera
PLAYA DE DAIMUS	Valencia/València	Comunidad Valenciana	4318056.95	747945.86	30	Daimús
PLAYA DEL NORD	Valencia/València	Comunidad Valenciana	4322341.42	745325.14	30	Gandia
PLAYA DEL AHUIR	Valencia/València	Comunidad Valenciana	4323923.29	744276.55	30	Gandia
PLAYA DE LES MARENYS DE RAFALCAID	Valencia/València	Comunidad Valenciana	4319507.98	746949.15	30	Gandia
PLAYA DE GUARDAMAR	Valencia/València	Comunidad Valenciana	4317532.62	748349.7	30	Guardamar
PLAYA DE XERACO	Valencia/València	Comunidad Valenciana	4326735.25	742685.97	30	Xeraco
PLAYA DE MASSAMAGRELL	Valencia/València	Comunidad Valenciana	4382440.3	733225.71	30	Massamagrell
PLAYA DE MELIANA	Valencia/València	Comunidad Valenciana	4378328	730809	30	Meliana
PLAYA DE MIRAMAR	Valencia/València	Comunidad Valenciana	4316087.34	749541.09	30	Miramar
PLAYA DE TERRANOVA	Valencia/València	Comunidad Valenciana	4313873.77	751513	30	Oliva
PLAYA DE L	Valencia/València	Comunidad Valenciana	4311763.47	753539.28	30	Oliva
PLAYA DE L	Valencia/València	Comunidad Valenciana	4310115.5	755310.37	30	Oliva
PLAYA DE LES DEVESES	Valencia/València	Comunidad Valenciana	4308853.21	756789.23	30	Oliva
PLAYA DE PAU-PI	Valencia/València	Comunidad Valenciana	4312798.79	752516.95	30	Oliva
PLAYA DE RABDELLS	Valencia/València	Comunidad Valenciana	4310706.1	754661.63	30	Oliva
PLAYA DE PILES	Valencia/València	Comunidad Valenciana	4315346.47	750204.83	30	Piles
PLAYA DE LA POBLA DE FARNALS	Valencia/València	Comunidad Valenciana	4383233.36	733652.24	30	Pobla de Farnals (la)
PLAYA DE PUIG VAL-PLAY PUIG	Valencia/València	Comunidad Valenciana	4384108.59	734049.47	30	Puig
PLAYA DE PLANS	Valencia/València	Comunidad Valenciana	4385560.11	734406.89	30	Puig
PLAYA MEDICALIA	Valencia/València	Comunidad Valenciana	4383488.93	733764.37	30	Puig
PLAYA SANTA ELVIRA-TORRETA	Valencia/València	Comunidad Valenciana	4386534.26	734638.29	30	Puig
PLAYA DEL BARRI DE PESCADORS	Valencia/València	Comunidad Valenciana	4384662.82	734203.69	30	Puig
PLAYA DE PUÇOL	Valencia/València	Comunidad Valenciana	4388267	735086	30	Puçol
PLAYA DE CORINT	Valencia/València	Comunidad Valenciana	4398798	740476.65	30	Sagunto/Sagunt
PLAYA DE L	Valencia/València	Comunidad Valenciana	4397476.63	740235.94	30	Sagunto/Sagunt
PLAYA DEL PORT DE SAGUNT	Valencia/València	Comunidad Valenciana	4393956.95	739572.72	30	Sagunto/Sagunt
PLAYA DEL PERELLO	Valencia/València	Comunidad Valenciana	4351061	735382	30	Sueca
PLAYA DE LES PALMERETES	Valencia/València	Comunidad Valenciana	4349128	736321	30	Sueca
PLAYA MARENY DE BARRAQUETES	Valencia/València	Comunidad Valenciana	4347809	736877	30	Sueca
PLAYA BEGA DEL MAR	Valencia/València	Comunidad Valenciana	4346818	737352	30	Sueca
PLAYA DEL MARENY DE VILXES	Valencia/València	Comunidad Valenciana	4345868	737828	30	Sueca
