nombre	provincia	comunidad	y	x	huso	municipio
PLAYA  ENEBRALES-LA BOTA	Huelva	Andalucia	4119146	674967	29	Punta Umbría
PLAYA  EL PORTIL	Huelva	Andalucia	4119790	672918	29	Punta Umbría
PLAYA  ALGARROBO	Málaga	Andalucia	4067353	406045	30	Algarrobo
PLAYA  BIL BIL - ARROYO DE LA MIEL 	Málaga	Andalucia	4050114	362962	30	Benalmádena
PLAYA  LA YUCA - ARROYOHONDO	Málaga	Andalucia	4049637	360823	30	Benalmádena
PLAYA  TORREVIGIA - TORREQUEBRADA	Málaga	Andalucia	4049695	362466	30	Benalmádena
PLAYA  FUENTE DE LA SALUD	Málaga	Andalucia	4051682	365072	30	Benalmádena
PLAYA  MALAPESQUERA - SANTA ANA	Málaga	Andalucia	4051010	364020	30	Benalmádena
PLAYA  TORREMUELLE - CARVAJAL	Málaga	Andalucia	4049147	359005	30	Benalmádena
PLAYA  LA PALOMA	Málaga	Andalucia	4029410	302275	30	Casares
PLAYA  ANCHA 	Málaga	Andalucia	4027897	300816	30	Casares
PLAYA  SALADILLO-CASASOLA	Málaga	Andalucia	4037280	318232	30	Estepona
PLAYA  LA RADA 	Málaga	Andalucia	4033744	308504	30	Estepona
PLAYA  LA GALERA-DORADA	Málaga	Andalucia	4030735	303428	30	Estepona
PLAYA  PUNTA DE LA PLATA	Málaga	Andalucia	4034270	310942	30	Estepona
PLAYA  GUADALMANSA	Málaga	Andalucia	4036045	315764	30	Estepona
PLAYA  EL CRISTO	Málaga	Andalucia	4032528	306032	30	Estepona
PLAYA  ARROYO VAQUERO	Málaga	Andalucia	4031551	304075	30	Estepona
PLAYA  CARVAJAL	Málaga	Andalucia	4048568	357706	30	Fuengirola
PLAYA  BOLICHES-GAVIOTAS	Málaga	Andalucia	4046747	355859	30	Fuengirola
PLAYA  FUENGIROLA	Málaga	Andalucia	4045087	355110	30	Fuengirola
PLAYA  TORREBLANCA	Málaga	Andalucia	4047827	356667	30	Fuengirola
PLAYA  SAN FRANCISCO	Málaga	Andalucia	4045807	355359	30	Fuengirola
PLAYA  SANTA AMALIA	Málaga	Andalucia	4044254	354713	30	Fuengirola
PLAYA  EL CASTILLO 	Málaga	Andalucia	4043589	354458	30	Fuengirola
PLAYA  LA ARAÑA	Málaga	Andalucia	4064009	381848	30	Málaga
PLAYA  CEMENTO 	Málaga	Andalucia	4064092	381304	30	Málaga
PLAYA  PEÑON DEL CUERVO	Málaga	Andalucia	4064059	380950	30	Málaga
PLAYA  EL CANDADO	Málaga	Andalucia	4064190	380005	30	Málaga
PLAYA  PEDREGALEJOS-ACACIAS	Málaga	Andalucia	4064838	377802	30	Málaga
PLAYA  BAÑOS DEL CARMEN	Málaga	Andalucia	4065030	376681	30	Málaga
PLAYA  LA CALETA	Málaga	Andalucia	4064898	374618	30	Málaga
PLAYA  MALAGUETA	Málaga	Andalucia	4064463	374013	30	Málaga
PLAYA  SAN ANDRES	Málaga	Andalucia	4063100	372128	30	Málaga
PLAYA  GUADALMAR	Málaga	Andalucia	4058608	369620	30	Málaga
PLAYA  CAMPO DE GOLF 	Málaga	Andalucia	4058135	369189	30	Málaga
PLAYA  CHANQUETE	Málaga	Andalucia	4064458	379647	30	Málaga
PLAYA  EL PALO	Málaga	Andalucia	4064623	378800	30	Málaga
PLAYA  MISERICORDIA	Málaga	Andalucia	4060337	370804	30	Málaga
PLAYA  SABINILLAS 	Málaga	Andalucia	4027589	300377	30	Manilva
PLAYA  EL CASTILLO	Málaga	Andalucia	4024382	299472	30	Manilva
PLAYA  CHULLERA	Málaga	Andalucia	4022454	298720	30	Manilva
PLAYA  ARTOLA	Málaga	Andalucia	4039421	342962	30	Marbella
PLAYA  VENUS-BAJADILLA	Málaga	Andalucia	4042017	331502	30	Marbella
PLAYA  RIO VERDE	Málaga	Andalucia	4041242	326626	30	Marbella
PLAYA  PUERTO BANUS	Málaga	Andalucia	4040230	325356	30	Marbella
PLAYA  GUADALMINA-SAN PEDRO	Málaga	Andalucia	4038371	322153	30	Marbella
PLAYA  NAGUELES	Málaga	Andalucia	4041927	328846	30	Marbella
PLAYA  LOS MONTEROS	Málaga	Andalucia	4041188	336648	30	Marbella
PLAYA  EL CABLE-RIO REAL	Málaga	Andalucia	4041969	333860	30	Marbella
PLAYA  LA FONTANILLA-FARO	Málaga	Andalucia	4042018	329923	30	Marbella
PLAYA  LAS CHAPAS	Málaga	Andalucia	4039696	341866	30	Marbella
PLAYA  LA CALA	Málaga	Andalucia	4041267	349818	30	Mijas
PLAYA  CALAHONDA	Málaga	Andalucia	4039321.45	345568.3	30	Mijas
PLAYA  LA CAMPANA	Málaga	Andalucia	4041641	352929	30	Mijas
PLAYA  BUTIPLAYA	Málaga	Andalucia	4040370	348859	30	Mijas
PLAYA  CALAS ORIENTALES(MARO)	Málaga	Andalucia	4068116	425587	30	Nerja
PLAYA  BURRIANA	Málaga	Andalucia	4067565	422471	30	Nerja
PLAYA  CALAS OCCIDENTALES	Málaga	Andalucia	4067136	421965	30	Nerja
PLAYA  TORRECILLA	Málaga	Andalucia	4066799	421358	30	Nerja
PLAYA  PLAYAZO	Málaga	Andalucia	4067021	419675	30	Nerja
PLAYA  RINCON VICTORIA	Málaga	Andalucia	4064183	384917	30	Rincón de la Victoria
PLAYA  CALA DEL MORAL	Málaga	Andalucia	4064168	383521	30	Rincón de la Victoria
PLAYA  LOS RUBIOS	Málaga	Andalucia	4063791	389304	30	Rincón de la Victoria
PLAYA  TORRE BENAGALBON	Málaga	Andalucia	4063815	387221	30	Rincón de la Victoria
PLAYA  PEÑONCILLO	Málaga	Andalucia	4065687	415831	30	Torrox
PLAYA  FERRARA 	Málaga	Andalucia	4065284	414417	30	Torrox
PLAYA  EL MORCHE	Málaga	Andalucia	4066401	411629	30	Torrox
PLAYA  LAGOS 	Málaga	Andalucia	4067186	408657	30	Vélez-Málaga
PLAYA  LA CALETA	Málaga	Andalucia	4067683	404338	30	Vélez-Málaga
PLAYA  TORRE DEL MAR	Málaga	Andalucia	4065958	402124	30	Vélez-Málaga
PLAYA  BAJA MAR-ALMAYATE	Málaga	Andalucia	4064948	398825	30	Vélez-Málaga
PLAYA  BENAJARAFE	Málaga	Andalucia	4064144	393364	30	Vélez-Málaga
PLAYA  VALLE NIZA	Málaga	Andalucia	4064561	396103	30	Vélez-Málaga
PLAYA  CHILCHEZ	Málaga	Andalucia	4063963	390706	30	Vélez-Málaga
PLAYA  LOS ALAMOS	Málaga	Andalucia	4056369	367865	30	Torremolinos
PLAYA  PLAYAMAR 	Málaga	Andalucia	4054643	366765	30	Torremolinos
PLAYA  BAJONDILLO 	Málaga	Andalucia	4054081	366453	30	Torremolinos
PLAYA  LA CARIHUELA 	Málaga	Andalucia	4052211	365352	30	Torremolinos
PLAYA CALABARDINA	Murcia	Murcia	4144045.89	632538.83	30	Águilas
PLAYA LA COLA	Murcia	Murcia	4144070.28	631829.62	30	Águilas
PLAYA EL HORNILLO	Murcia	Murcia	4141653.39	627557.02	30	Águilas
PLAYA LAS DELICIAS	Murcia	Murcia	4141227.75	626797.83	30	Águilas
PLAYA DE LEVANTE	Murcia	Murcia	4141152.59	626077.63	30	Águilas
PLAYA DE PONIENTE	Murcia	Murcia	4140495.97	624728.52	30	Águilas
PLAYA CALARREONA	Murcia	Murcia	4138575.17	622349.92	30	Águilas
PLAYA LA CAROLINA	Murcia	Murcia	4137721.28	621594.22	30	Águilas
PLAYA LA HIGUERICA	Murcia	Murcia	4138103.55	621751.52	30	Águilas
PLAYA LA COLONIA	Murcia	Murcia	4140704.3	625345.14	30	Águilas
PLAYA BOCARRAMBLA	Murcia	Murcia	4176973.46	688719.21	30	Cartagena
PLAYA LOS URRUTIAS	Murcia	Murcia	4173391.72	691167.22	30	Cartagena
PLAYA CALA DEL PINO	Murcia	Murcia	4171483.19	700091.55	30	Cartagena
PLAYA GALUA	Murcia	Murcia	4170422.38	701277.8	30	Cartagena
PLAYA DE LA GOLA	Murcia	Murcia	4170171.33	700976.52	30	Cartagena
PLAYA LOS NIETOS	Murcia	Murcia	4169910.28	694701.61	30	Cartagena
PLAYA ENTREMARES	Murcia	Murcia	4168984.72	702003.78	30	Cartagena
PLAYA PUERTO BELLO	Murcia	Murcia	4169393.85	701273.26	30	Cartagena
PLAYA ISLAS MENORES	Murcia	Murcia	4168932	696841	30	Cartagena
PLAYA MAR DE CRISTAL	Murcia	Murcia	4168667.47	697830.77	30	Cartagena
PLAYA VILLAS CARAVANNING	Murcia	Murcia	4167734.22	699103.72	30	Cartagena
PLAYA HONDA	Murcia	Murcia	4167613.28	699936	30	Cartagena
PLAYA LEVANTE-CABO PALOS	Murcia	Murcia	4167773.85	703300.37	30	Cartagena
PLAYA CALBLANQUE	Murcia	Murcia	4163751.09	698390.45	30	Cartagena
PLAYA DEL BARCO	Murcia	Murcia	4162544.58	695006.46	30	Cartagena
PLAYA CALA CORTINA	Murcia	Murcia	4161491.84	678926.89	30	Cartagena
PLAYA EL PORTUS	Murcia	Murcia	4161635.68	670182.3	30	Cartagena
PLAYA LA AZOHIA	Murcia	Murcia	4158521.54	661859.77	30	Cartagena
PLAYA SAN GINES	Murcia	Murcia	4159412.1	660882.19	30	Cartagena
PLAYA ISLA PLANA	Murcia	Murcia	4160269.87	658550	30	Cartagena
PLAYA DE CAVANNAS	Murcia	Murcia	4170858.35	700456.59	30	Cartagena
PLAYA PUNTA BRAVA	Murcia	Murcia	4174026.79	690873.72	30	Cartagena
PLAYA ESTRELLA DE MAR	Murcia	Murcia	4172039.18	692043.7	30	Cartagena
PLAYA LAS SIRENAS	Murcia	Murcia	4169549.91	701694.93	30	Cartagena
PLAYA EL VIVERO	Murcia	Murcia	4168787.85	701044.43	30	Cartagena
PLAYA LAS AMOLADERAS	Murcia	Murcia	4168278.93	702547.37	30	Cartagena
PLAYA CALA FLORES	Murcia	Murcia	4166929.27	702667.83	30	Cartagena
PLAYA PUNTA DE CALNEGRE	Murcia	Murcia	4152860.62	641384.9	30	Lorca
PLAYA CALNEGRE	Murcia	Murcia	4152477.56	640110.67	30	Lorca
PLAYA PLAYA RIGUETE	Murcia	Murcia	4159575.72	654294.3	30	Mazarrón
PLAYA DEL PUERTO	Murcia	Murcia	4159395.93	654035.44	30	Mazarrón
PLAYA LA ISLA	Murcia	Murcia	4158673.42	653182.55	30	Mazarrón
PLAYA BAHIA	Murcia	Murcia	4158560.42	652289.87	30	Mazarrón
PLAYA GRANDE-CASTELLAR	Murcia	Murcia	4158575.22	651107.55	30	Mazarrón
PLAYA BOLNUEVO	Murcia	Murcia	4158744.96	649589.85	30	Mazarrón
PLAYA NARES	Murcia	Murcia	4158497.54	651783.74	30	Mazarrón
PLAYA EL ALAMILLO	Murcia	Murcia	4160447.71	654980.45	30	Mazarrón
PLAYA EL CASTILLICO	Murcia	Murcia	4187486.57	694289.6	30	San Javier
PLAYA VENECIOLA	Murcia	Murcia	4182836.02	698354.55	30	San Javier
PLAYA LA HITA	Murcia	Murcia	4182661.17	692683.17	30	San Javier
PLAYA PEDRUCHO NORTE	Murcia	Murcia	4175157.41	699436.43	30	San Javier
PLAYA MISTRAL	Murcia	Murcia	4179221.66	699311.66	30	San Javier
PLAYA EL TABAL	Murcia	Murcia	4172273.52	700365.61	30	San Javier
PLAYA LAS GAVIOTAS	Murcia	Murcia	4176976.42	699250.45	30	San Javier
PLAYA ANTILLAS	Murcia	Murcia	4176102.34	698986.11	30	San Javier
PLAYA DEL GALAN	Murcia	Murcia	4173952	699347.31	30	San Javier
PLAYA PEDRUCHO SUR	Murcia	Murcia	4173235.93	700006.31	30	San Javier
PLAYA PASEO COLON	Murcia	Murcia	4186132.62	693630.07	30	San Javier
PLAYA BARNUEVO	Murcia	Murcia	4185789.35	693518.76	30	San Javier
PLAYA EL PEDRUCHILLO	Murcia	Murcia	4175705.93	699123.76	30	San Javier
PLAYAS LOS ALISIOS	Murcia	Murcia	4172104.43	700013.67	30	San Javier
PLAYA EL MOJON-DERECHA	Murcia	Murcia	4191059.22	696988.4	30	San Pedro del Pinatar
PLAYA LA LLANA-LAS SALINAS	Murcia	Murcia	4188170.06	697419.77	30	San Pedro del Pinatar
PLAYA VILLANANITOS	Murcia	Murcia	4188326.59	695555.42	30	San Pedro del Pinatar
PLAYA LA PUNTICA	Murcia	Murcia	4187694.87	694730.75	30	San Pedro del Pinatar
PLAYA TORRE DERRIBADA	Murcia	Murcia	4188811.98	697448.04	30	San Pedro del Pinatar
PLAYA LA MOTA	Murcia	Murcia	4188223.72	695940.71	30	San Pedro del Pinatar
PLAYA PORTMAN-EL LASTRE	Murcia	Murcia	4161633.5	690556.91	30	Unión (La)
PLAYA LOS NAREJOS	Murcia	Murcia	4180999.46	690903.39	30	Alcázares (Los)
PLAYA LAS PALMERAS	Murcia	Murcia	4180381.49	690025.43	30	Alcázares (Los)
PLAYA PASEO DEL ESPEJO	Murcia	Murcia	4180120.15	689884.21	30	Alcázares (Los)
PLAYA PASEO DE MANZANARES	Murcia	Murcia	4179404.55	689654.27	30	Alcázares (Los)
PLAYA PASEO DE LA CONCHA	Murcia	Murcia	4178821.49	689429.96	30	Alcázares (Los)
PLAYA PASEO CARRIÓN	Murcia	Murcia	4179078.06	689569.2	30	Alcázares (Los)
PLAYA BENÍTEZ	Ceuta	Ceuta	3974767	289133	30	Ceuta
PLAYA CALAMOCARRO	Ceuta	Ceuta	3977086	286761	30	Ceuta
PLAYA CHORRILLO	Ceuta	Ceuta	3973838	290568	30	Ceuta
PLAYA RIBERA	Ceuta	Ceuta	3973900	290997	30	Ceuta
PLAYA LA ALMADRABA	Ceuta	Ceuta	3973073	289225	30	Ceuta
PLAYA TARAJAL	Ceuta	Ceuta	3972541	288593	30	Ceuta
PLAYA DE LA HÍPICA	Melilla	Melilla	3903499.2	506526.78	30	Melilla
PLAYA DE LOS CÁRABOS	Melilla	Melilla	3904537.72	505730.39	30	Melilla
PLAYA DE SAN LORENZO	Melilla	Melilla	3904803.44	505714.4	30	Melilla
PLAYA DEL HIPÓDROMO	Melilla	Melilla	3903953.35	505880.64	30	Melilla
PLAYA DE AGUADUL	Melilla	Melilla	3907861.89	504042.21	30	Melilla
PLAYA DE LOS GALÁPAGOS	Melilla	Melilla	3905733.6	505898.39	30	Melilla
PLAYA NIEVES (LAS)	Palmas (Las)	Canarias	3108597.64	430125.34	28	Agaete
PLAYA ARINAGA	Palmas (Las)	Canarias	3081401.86	460954.88	28	Agüimes
PLAYA VARGAS	Palmas (Las)	Canarias	3085100.56	461222.35	28	Agüimes
PLAYA CABRÓN	Palmas (Las)	Canarias	3082962.1	461973.24	28	Agüimes
PLAYA CALETA FUSTE (CASTILLO)	Palmas (Las)	Canarias	3141460.03	611881.24	28	Antigua
PLAYA POZO NEGRO	Palmas (Las)	Canarias	3133559.58	608303.46	28	Antigua
PLAYA CASTILLO DE SAN GABRIEL (EL CASTILLO)	Palmas (Las)	Canarias	3203988.52	641483.87	28	Arrecife
PLAYA REDUCTO (EL)	Palmas (Las)	Canarias	3204228.9	640454.38	28	Arrecife
PLAYA CABLE (EL)	Palmas (Las)	Canarias	3203793.56	638788.44	28	Arrecife
PLAYA ARENA (LA) (CASTILLO SAN JOSÉ)	Palmas (Las)	Canarias	3205908.53	643078.3	28	Arrecife
PLAYA CONCHA (LA)	Palmas (Las)	Canarias	3203635.56	638141.34	28	Arrecife
PLAYA MUELLE DE LA PESCADERÍA	Palmas (Las)	Canarias	3204096.03	641168.43	28	Arrecife
PLAYA PUERTILLO (BAÑADEROS)	Palmas (Las)	Canarias	3114088.53	447526.64	28	Arucas
PLAYA SAN ANDRÉS	Palmas (Las)	Canarias	3113483.93	445411.21	28	Arucas
PLAYA SARDINA	Palmas (Las)	Canarias	3114219.23	431611.81	28	Gáldar
PLAYA AGUJERO (EL)	Palmas (Las)	Canarias	3115284.03	435132.91	28	Gáldar
PLAYA BOCABARRANCO	Palmas (Las)	Canarias	3115000.81	434679.84	28	Gáldar
PLAYA CALETA DE ARRIBA (CALETA DE SORIA)	Palmas (Las)	Canarias	3115660.84	436231.57	28	Gáldar
PLAYA GARITA (LA) (ARRIETA)	Palmas (Las)	Canarias	3223249.89	649462.99	28	Haría
PLAYA CALETA DEL ESPI	Palmas (Las)	Canarias	3224797.36	650722.56	28	Haría
PLAYA CALETÓN BLANCO	Palmas (Las)	Canarias	3233165.56	651432.85	28	Haría
PLAYA COCINITAS	Palmas (Las)	Canarias	3230767.76	653560.87	28	Haría
PLAYA BURRERO (EL)	Palmas (Las)	Canarias	3087325.21	461942.21	28	Ingenio
PLAYA MOGAN	Palmas (Las)	Canarias	3077246.07	424848.36	28	Mogán
PLAYA PUERTO RICO	Palmas (Las)	Canarias	3073504.25	429702.66	28	Mogán
PLAYA VERGA (LA) (ANFI DEL MAR)	Palmas (Las)	Canarias	3072197.01	431447.91	28	Mogán
PLAYA TAURO	Palmas (Las)	Canarias	3074738.23	428343.45	28	Mogán
PLAYA CURA (EL)	Palmas (Las)	Canarias	3075056.77	427978.01	28	Mogán
PLAYA ARGUINEGUÍN	Palmas (Las)	Canarias	3070698.54	432754.41	28	Mogán
PLAYA TAURITO	Palmas (Las)	Canarias	3076852.08	425763.48	28	Mogán
PLAYA COSTA ALEGRE (LA LAJILLA)	Palmas (Las)	Canarias	3070976.24	432542	28	Mogán
PLAYA PATALAVACA	Palmas (Las)	Canarias	3071947.01	432075.95	28	Mogán
PLAYA AMADORES	Palmas (Las)	Canarias	3074165.9	428648	28	Mogán
PLAYA SAN LORENZO (CHARCO SAN LORENZO)	Palmas (Las)	Canarias	3113334.56	443328.28	28	Moya
PLAYA ALTILLO (EL)	Palmas (Las)	Canarias	3113529.54	444476.94	28	Moya
PLAYA EL POZO-EL VIEJO (GRANDES PLAYAS I)	Palmas (Las)	Canarias	3177079.34	613440.15	28	Oliva (La)
PLAYA CLAVELLINA (NORTE LA GOLETA)	Palmas (Las)	Canarias	3179283.28	610635.01	28	Oliva (La)
PLAYA CORRALEJO VIEJO (SUR LA GOLETA)	Palmas (Las)	Canarias	3179025.7	610683.88	28	Oliva (La)
PLAYA CONCHA (LA) (CHICA)	Palmas (Las)	Canarias	3174432.96	596083.32	28	Oliva (La)
PLAYA GRANDES PLAYAS (GRANDES PLAYAS)	Palmas (Las)	Canarias	3176442.29	613499.94	28	Oliva (La)
PLAYA CASTILLO (EL)	Palmas (Las)	Canarias	3172615.45	596783.65	28	Oliva (La)
PLAYA MUELLE VIEJO (M.CHICO O CORRALEJO)	Palmas (Las)	Canarias	3179576.8	610616.61	28	Oliva (La)
PLAYA MORO (EL)	Palmas (Las)	Canarias	3173660	614082.01	28	Oliva (La)
PLAYA ALZADA (LA)	Palmas (Las)	Canarias	3172430.5	613978.87	28	Oliva (La)
PLAYA MARFOLÍN	Palmas (Las)	Canarias	3174040.27	596457.62	28	Oliva (La)
PLAYA CHARCO DE LAS AGUJAS	Palmas (Las)	Canarias	3178349.84	612015.09	28	Oliva (La)
PLAYA COSTA CALMA (PARTE SOTAVENTO-JANDIA)	Palmas (Las)	Canarias	3114587.12	575854.23	28	Pájara
PLAYA MATORRAL (EL) (MORRO JABLE)	Palmas (Las)	Canarias	3103557.72	567210.88	28	Pájara
PLAYA LAJITA (LA)	Palmas (Las)	Canarias	3117757	583324.44	28	Pájara
PLAYA BUTIHONDO	Palmas (Las)	Canarias	3105034.56	568309.3	28	Pájara
PLAYA VIEJO REY	Palmas (Las)	Canarias	3121282.04	576254.25	28	Pájara
PLAYA AJUY	Palmas (Las)	Canarias	3141754.21	582605.37	28	Pájara
PLAYA MORRO JABLE	Palmas (Las)	Canarias	3102616.45	564364.58	28	Pájara
PLAYA CANTERAS (LAS)	Palmas (Las)	Canarias	3111941.92	456317.77	28	Palmas de Gran Canaria (Las)
PLAYA ALCARAVANERAS	Palmas (Las)	Canarias	3111765.12	457898.86	28	Palmas de Gran Canaria (Las)
PLAYA LAJA (LA)	Palmas (Las)	Canarias	3103305.24	459145	28	Palmas de Gran Canaria (Las)
PLAYA PUERTO LAJAS (LAS LAJAS)	Palmas (Las)	Canarias	3157272.18	613654.09	28	Puerto del Rosario
PLAYA BLANCA	Palmas (Las)	Canarias	3150538.16	611003.48	28	Puerto del Rosario
PLAYA HONDA I	Palmas (Las)	Canarias	3203373.57	637449.61	28	San Bartolomé
PLAYA HONDA II	Palmas (Las)	Canarias	3203415.1	637555.09	28	San Bartolomé
PLAYA GUASIMETA	Palmas (Las)	Canarias	3203047.28	636682.82	28	San Bartolomé
PLAYA INGLÉS (EL)	Palmas (Las)	Canarias	3069462.33	444065.39	28	San Bartolomé de Tirajana
PLAYA SAN AGUSTIN	Palmas (Las)	Canarias	3071720.9	446721.9	28	San Bartolomé de Tirajana
PLAYA MASPALOMAS	Palmas (Las)	Canarias	3068094.44	441681.52	28	San Bartolomé de Tirajana
PLAYA ÁGUILA (EL)	Palmas (Las)	Canarias	3072489.91	447974.38	28	San Bartolomé de Tirajana
PLAYA BAHÍA FÉLIZ (PARTE TARAJALILLO)	Palmas (Las)	Canarias	3073101.32	449088.41	28	San Bartolomé de Tirajana
PLAYA MELONERAS (LAS)	Palmas (Las)	Canarias	3069080.23	439627.86	28	San Bartolomé de Tirajana
PLAYA BURRAS (LAS)	Palmas (Las)	Canarias	3071421.2	445775.6	28	San Bartolomé de Tirajana
PLAYA COCHINOS (LOS) (EL COCHINO)	Palmas (Las)	Canarias	3071074.57	444894.33	28	San Bartolomé de Tirajana
PLAYA SANTA AGUEDA (EL PAJAR)	Palmas (Las)	Canarias	3070098.68	433912.34	28	San Bartolomé de Tirajana
PLAYA POZO IZQUIERDO	Palmas (Las)	Canarias	3077572.82	458323.74	28	Santa Lucía de Tirajana
PLAYA SAN FELIPE	Palmas (Las)	Canarias	3113357.51	441151.44	28	Santa María de Guía de Gran Canaria
PLAYA ROQUE PRIETO	Palmas (Las)	Canarias	3116154.37	437632.2	28	Santa María de Guía de Gran Canaria
PLAYA CUCHARAS (LAS)	Palmas (Las)	Canarias	3208804.11	647300.35	28	Teguise
PLAYA BASTIÁN	Palmas (Las)	Canarias	3208124.55	646574.9	28	Teguise
PLAYA CHARCOS (LOS)	Palmas (Las)	Canarias	3209104.84	647828.79	28	Teguise
PLAYA JABLILLO	Palmas (Las)	Canarias	3208153.96	647574.9	28	Teguise
PLAYA FAMARA	Palmas (Las)	Canarias	3221820.5	639792.6	28	Teguise
PLAYA ANCLA (EL)	Palmas (Las)	Canarias	3207265.97	645280.43	28	Teguise
PLAYA CALETAS (LAS) (ENSENADA LAS CALETAS)	Palmas (Las)	Canarias	3206888.15	644860.78	28	Teguise
PLAYA CALETA (LA) (CALETA DE FAMARA)	Palmas (Las)	Canarias	3222046.69	639527.88	28	Teguise
PLAYA HOMBRE (EL)	Palmas (Las)	Canarias	3096952.62	463143.44	28	Telde
PLAYA SALINETAS	Palmas (Las)	Canarias	3095353.01	462830.58	28	Telde
PLAYA MELENARA	Palmas (Las)	Canarias	3095750.46	463085.11	28	Telde
PLAYA GARITA (LA)	Palmas (Las)	Canarias	3098015.62	462958.8	28	Telde
PLAYA OJOS DE GARZA	Palmas (Las)	Canarias	3091804.89	462515.46	28	Telde
PLAYA HOYA DEL POZO	Palmas (Las)	Canarias	3097248	463071.84	28	Telde
PLAYA GRANDE (BLANCA)	Palmas (Las)	Canarias	3199806.32	630213.39	28	Tías
PLAYA BARRANQUILLO	Palmas (Las)	Canarias	3199815.46	632130.58	28	Tías
PLAYA POCILLOS	Palmas (Las)	Canarias	3200800.35	633521.69	28	Tías
PLAYA PEÑA DEL DICE (BARCAROLA)	Palmas (Las)	Canarias	3199837.67	631703.37	28	Tías
PLAYA MATAGORDA	Palmas (Las)	Canarias	3201206.64	634607.77	28	Tías
PLAYA PILA DE LA BARRILLA	Palmas (Las)	Canarias	3199748.57	629803.82	28	Tías
PLAYA LA RIA DE LA SANTA (SANTA SPORT)	Palmas (Las)	Canarias	3222027.41	631147.48	28	Tinajo
PLAYA GRAN TARAJAL	Palmas (Las)	Canarias	3120953.47	596226.67	28	Tuineje
PLAYA TARAJALEJO	Palmas (Las)	Canarias	3118709.74	586253.84	28	Tuineje
PLAYA PLAYITAS (LAS)	Palmas (Las)	Canarias	3122867.33	599367.88	28	Tuineje
PLAYA GINIGINAMAR	Palmas (Las)	Canarias	3119875.14	590917.09	28	Tuineje
PLAYA BLANCA	Palmas (Las)	Canarias	3193323.47	614176.35	28	Yaiza
PLAYA FLAMINGO	Palmas (Las)	Canarias	3192701.93	612994.17	28	Yaiza
PLAYA DORADA	Palmas (Las)	Canarias	3193266.64	614805.21	28	Yaiza
PLAYA PUERTO MUELAS	Palmas (Las)	Canarias	3191283.61	618868.67	28	Yaiza
PLAYA TROYA I (AMÉRICAS I)	Santa Cruz de Tenerife	Canarias	3105854.14	329628.35	28	Adeje
PLAYA TROYA II (AMÉRICAS II)	Santa Cruz de Tenerife	Canarias	3106116.26	329699.64	28	Adeje
PLAYA BOBO (EL)	Santa Cruz de Tenerife	Canarias	3106425.25	329721.93	28	Adeje
PLAYA PINTA (LA) (SAN EUGENIO)	Santa Cruz de Tenerife	Canarias	3107294.72	329457.81	28	Adeje
PLAYA FAÑABÉ	Santa Cruz de Tenerife	Canarias	3107717.77	329345.33	28	Adeje
PLAYA DUQUE (EL)	Santa Cruz de Tenerife	Canarias	3108494.54	328651.73	28	Adeje
PLAYA SANTIAGO	Santa Cruz de Tenerife	Canarias	3102296.28	284038.93	28	Alajeró
PLAYA PORIS DE ABONA	Santa Cruz de Tenerife	Canarias	3116230.25	359462.94	28	Arico
PLAYA ABADES (LOS ABRIGUITOS)	Santa Cruz de Tenerife	Canarias	3113844.86	358718.93	28	Arico
PLAYA CRISTIANOS (LOS)	Santa Cruz de Tenerife	Canarias	3103907.22	331159.2	28	Arona
PLAYA VISTAS (LAS)	Santa Cruz de Tenerife	Canarias	3104043.14	330662.05	28	Arona
PLAYA GALLETAS (LAS)	Santa Cruz de Tenerife	Canarias	3099258.25	336787.2	28	Arona
PLAYA CAMISÓN (EL)	Santa Cruz de Tenerife	Canarias	3104251.32	329831.12	28	Arona
PLAYA BAJAMAR	Santa Cruz de Tenerife	Canarias	3174607.68	229414.37	28	Breña Alta
PLAYA CANCAJOS (LOS)	Santa Cruz de Tenerife	Canarias	3172552.19	230321.6	28	Breña Baja
PLAYA CANDELARIA	Santa Cruz de Tenerife	Canarias	3137134.78	365766.21	28	Candelaria
PLAYA CALETILLAS (LAS)	Santa Cruz de Tenerife	Canarias	3140001.04	366715.4	28	Candelaria
PLAYA MEDANO (EL)	Santa Cruz de Tenerife	Canarias	3103001.44	348791.05	28	Granadilla de Abona
PLAYA TEJITA (LA)	Santa Cruz de Tenerife	Canarias	3101487.76	347401.23	28	Granadilla de Abona
PLAYA MEDANO (EL)-LEOCADIO MACHADO	Santa Cruz de Tenerife	Canarias	3102643.71	348440.28	28	Granadilla de Abona
PLAYA MEDANO (EL)-CHICA	Santa Cruz de Tenerife	Canarias	3103014.68	348936.58	28	Granadilla de Abona
PLAYA JAQUITA (LA)	Santa Cruz de Tenerife	Canarias	3103568.96	349435.73	28	Granadilla de Abona
PLAYA CABEZO (EL)	Santa Cruz de Tenerife	Canarias	3103236.12	349312.34	28	Granadilla de Abona
PLAYA SAN JUAN	Santa Cruz de Tenerife	Canarias	3118501.95	321850.36	28	Guía de Isora
PLAYA PASEO DE LAS PALMERAS (NUEVA O GÜIMAR)	Santa Cruz de Tenerife	Canarias	3130443.17	365045.18	28	Güímar
PLAYA PUERTITO DE GUIMAR	Santa Cruz de Tenerife	Canarias	3130696.69	365317.74	28	Güímar
PLAYA SAN MARCOS	Santa Cruz de Tenerife	Canarias	3140288.73	331078.68	28	Icod de los Vinos
