id	nombre	comunidad	municipio	provincia	lat	lon
1124	PLAYA  GUARDIAS VIEJAS	Andalucia	Ejido (El)	Almería	-2.86418737274	36.7062054789
1125	PLAYA  SAN MIGUEL LEVANTE	Andalucia	Ejido (El)	Almería	-2.78112749045	36.6904827792
1126	PLAYA  BALERMA	Andalucia	Ejido (El)	Almería	-2.89421678788	36.7358839856
1127	PLAYA  EL RINCONCILLO 	Andalucia	Algeciras	Cádiz	-5.44095104252	36.1618357904
1128	PLAYA  GETARES-SAN GARCIA 	Andalucia	Algeciras	Cádiz	-5.44212370799	36.0914004064
1129	PLAYA  ZAHARA DE LOS ATUNES	Andalucia	Barbate	Cádiz	-5.84860718885	36.135043902
1130	PLAYA  EL CARMEN 	Andalucia	Barbate	Cádiz	-5.92008254252	36.1866577451
1131	PLAYA  CAÑOS DE MECA	Andalucia	Barbate	Cádiz	-6.00953548131	36.1851734127
1132	PLAYA  ZAHORA	Andalucia	Barbate	Cádiz	-6.04468305036	36.1971081377
1133	PLAYA  PALMONES 	Andalucia	Barrios (Los)	Cádiz	-5.42692590171	36.1759570641
1134	PLAYA  CORTADURA	Andalucia	Cádiz	Cádiz	-6.27233104058	36.4952842997
1135	PLAYA  LA VICTORIA	Andalucia	Cádiz	Cádiz	-6.27460482258	36.4988782565
1136	PLAYA  STA MARIA DEL MAR 	Andalucia	Cádiz	Cádiz	-6.2870889343	36.521126638
1137	PLAYA  LA CALETA	Andalucia	Cádiz	Cádiz	-6.30594495152	36.5305408717
1138	PLAYA  LA FONTANILLA 	Andalucia	Conil de la Frontera	Cádiz	-6.09906688204	36.2809862793
1139	PLAYA  ROCHE 	Andalucia	Conil de la Frontera	Cádiz	-6.15328874241	36.3115034484
1140	PLAYA  LOS BATELES	Andalucia	Conil de la Frontera	Cádiz	-6.09296892577	36.2719426645
1141	PLAYA  FUENTE DEL GALLO	Andalucia	Conil de la Frontera	Cádiz	-6.10471647722	36.2853324355
1142	PLAYA  LA BARROSA	Andalucia	Chiclana de la Frontera	Cádiz	-6.18965604954	36.3744074094
1143	PLAYA  SANCTI PETRI	Andalucia	Chiclana de la Frontera	Cádiz	-6.207194015	36.3916281151
1144	PLAYA  CAMARON	Andalucia	Chipiona	Cádiz	-6.4394771666	36.7202298518
1145	PLAYA  REGLA 	Andalucia	Chipiona	Cádiz	-6.44016798791	36.7334747607
1146	PLAYA  CRUZ MAR-CANTERAS	Andalucia	Chipiona	Cádiz	-6.43257583684	36.7459277714
1147	PLAYA  TRES PIEDRAS- LA BALLENA	Andalucia	Chipiona	Cádiz	-6.42982317103	36.7045650385
1148	PLAYA  LEVANTE-EL CARMEN	Andalucia	Línea de la Concepción (La)	Cádiz	-5.31314340527	36.2345950922
1149	PLAYA  PONIENTE	Andalucia	Línea de la Concepción (La)	Cádiz	-5.35850887562	36.162546722
1150	PLAYA  VALDELAGRANA	Andalucia	Puerto de Santa María (El)	Cádiz	-6.22824123112	36.5806534406
1151	PLAYA  LA PUNTILLA	Andalucia	Puerto de Santa María (El)	Cádiz	-6.24227798853	36.5868741889
1152	PLAYA  LA CACHUCHA	Andalucia	Puerto Real	Cádiz	-6.18583421334	36.5255931714
1153	PLAYA  RIO SAN PEDRO 	Andalucia	Puerto Real	Cádiz	-6.21689553763	36.5294071703
1154	PLAYA  EL ROMPIDILLO-CHORRILLO	Andalucia	Rota	Cádiz	-6.35319738526	36.6223473717
1155	PLAYA  LA COSTILLA	Andalucia	Rota	Cádiz	-6.37035123713	36.622259964
1156	PLAYA  PUNTA CANDOR	Andalucia	Rota	Cádiz	-6.39147380248	36.6407505147
1157	PLAYA  LA BALLENA	Andalucia	Rota	Cádiz	-6.42013953909	36.6898991856
1158	PLAYA  CAMPOSOTO	Andalucia	San Fernando	Cádiz	-6.22468732372	36.4181458451
1159	PLAYA  LA JARA 	Andalucia	Sanlúcar de Barrameda	Cádiz	-6.38418302231	36.7707618748
1160	PLAYA  TORREGUADIARO	Andalucia	San Roque	Cádiz	-5.26766005108	36.3015004176
1161	PLAYA  SOTOGRANDE	Andalucia	San Roque	Cádiz	-5.28132534153	36.2759662954
1162	PLAYA  PUENTE MAYORGA	Andalucia	San Roque	Cádiz	-5.38640492516	36.1803884753
1163	PLAYA  GUADARRANQUE	Andalucia	San Roque	Cádiz	-5.41093766004	36.1813375358
1164	PLAYA  CALA SARDINA	Andalucia	San Roque	Cádiz	-5.25811771813	36.3092437394
1165	PLAYA  LOS LANCES 	Andalucia	Tarifa	Cádiz	-5.64816608959	36.0511109538
1166	PLAYA  VALDEVAQUEROS 	Andalucia	Tarifa	Cádiz	-5.68142431452	36.0666550237
1167	PLAYA  BOLONIA	Andalucia	Tarifa	Cádiz	-5.77336662559	36.0873294374
1168	PLAYA  EL PALMAR 	Andalucia	Vejer de la Frontera	Cádiz	-6.0658184657	36.2254146144
1169	PLAYA  LA RABITA	Andalucia	Albuñol	Granada	-3.17171001466	36.749807217
1170	PLAYA  POZUELO	Andalucia	Almuñécar	Granada	-3.6586802873	36.7479907526
1171	PLAYA  VELILLA	Andalucia	Almuñécar	Granada	-3.66868103335	36.7386588956
1172	PLAYA  PUERTA DEL MAR	Andalucia	Almuñécar	Granada	-3.68546591713	36.7318294397
1173	PLAYA  SAN CRISTOBAL	Andalucia	Almuñécar	Granada	-3.69830242276	36.7332692601
1174	PLAYA  MARINA DEL ESTE	Andalucia	Almuñécar	Granada	-3.72672809037	36.7250309445
1175	PLAYA  LA HERRADURA	Andalucia	Almuñécar	Granada	-3.75267914413	36.7403657438
1176	PLAYA  COTOBRO	Andalucia	Almuñécar	Granada	-3.71342646511	36.7349554227
1177	PLAYA  CANTARRIJAN	Andalucia	Almuñécar	Granada	-3.77527004509	36.7391569567
1178	PLAYA  CABRIA	Andalucia	Almuñécar	Granada	-3.65056317808	36.7471700089
1179	PLAYA  CASTELL DE FERRO	Andalucia	Gualchos	Granada	-3.35660389459	36.7229924743
1180	PLAYA  LA RIJANA	Andalucia	Gualchos	Granada	-3.3907995293	36.7110847354
1181	PLAYA  CAMBRILES	Andalucia	Lújar	Granada	-3.34783585828	36.7329977997
1182	PLAYA  CARCHUNA	Andalucia	Motril	Granada	-3.45429578887	36.697760836
1183	PLAYA  TORRENUEVA	Andalucia	Motril	Granada	-3.49356351836	36.7077461445
1184	PLAYA  AZUCENAS	Andalucia	Motril	Granada	-3.50011741606	36.7135693751
1185	PLAYA  PONIENTE 	Andalucia	Motril	Granada	-3.54418723189	36.718117801
1186	PLAYA  CALAHONDA	Andalucia	Motril	Granada	-3.4137486632	36.7019743423
1187	PLAYA  EL CABLE	Andalucia	Motril	Granada	-3.53350970929	36.7237011941
1188	PLAYA  PLAYA GRANADA	Andalucia	Motril	Granada	-3.56064601518	36.7194206623
1189	PLAYA  LA MAMOLA	Andalucia	Polopos	Granada	-3.27380741413	36.7495620024
1190	PLAYA  EL LANCE	Andalucia	Rubite	Granada	-3.31336926918	36.7429016351
1191	PLAYA  CASARONES	Andalucia	Rubite	Granada	-3.30731385723	36.7412226475
1192	PLAYA  LA GUARDIA	Andalucia	Salobreña	Granada	-3.59177990027	36.7389129651
1193	PLAYA  LA CHARCA	Andalucia	Salobreña	Granada	-3.58968538464	36.7359845739
1194	PLAYA  MELICENA	Andalucia	Sorvilán	Granada	-3.2351032266	36.7531695479
1195	PLAYA  LAS CAÑAS	Andalucia	Sorvilán	Granada	-3.23842184162	36.7540013194
1196	PLAYA  MATALASCAÑAS	Andalucia	Almonte	Huelva	-6.56973683096	37.0071289277
1197	PLAYA  ISLA CANELA	Andalucia	Ayamonte	Huelva	-7.37010137452	37.173553633
1198	PLAYA  PUNTA DEL MORAL	Andalucia	Ayamonte	Huelva	-7.34522911539	37.1788416273
1199	PLAYA  NUEVO PORTIL	Andalucia	Cartaya	Huelva	-7.05750150953	37.2105805811
1200	PLAYA  SAN MIGUEL	Andalucia	Cartaya	Huelva	-7.09996700792	37.2148307457
1201	PLAYA  ESPIGON	Andalucia	Huelva	Huelva	-6.90418063603	37.1504525761
1202	PLAYA  ISLA CRISTINA	Andalucia	Isla Cristina	Huelva	-7.3094641113	37.1940638297
1203	PLAYA  ISLANTILLA	Andalucia	Isla Cristina	Huelva	-7.23886455935	37.2034888069
1204	PLAYA  LA REDONDELA	Andalucia	Isla Cristina	Huelva	-7.26517084579	37.202174146
1205	PLAYA  LA ANTILLA	Andalucia	Lepe	Huelva	-7.22268068588	37.2041209553
1206	PLAYA  MAZAGON/CASTILLA	Andalucia	Moguer	Huelva	-6.77075921863	37.1098628249
1207	PLAYA  MAZAGON/CASTILLA	Andalucia	Palos de la Frontera	Huelva	-6.79042637621	37.1188658212
1208	PLAYA  PUNTA UMBRIA	Andalucia	Punta Umbría	Huelva	-6.97466010732	37.1801065487
1209	PLAYA  ENEBRALES-LA BOTA	Andalucia	Punta Umbría	Huelva	-7.02841708681	37.2023842406
1210	PLAYA  EL PORTIL	Andalucia	Punta Umbría	Huelva	-7.05134438993	37.2085685567
1211	PLAYA  ALGARROBO	Andalucia	Algarrobo	Málaga	-4.05246801549	36.7472677894
1212	PLAYA  BIL BIL - ARROYO DE LA MIEL 	Andalucia	Benalmádena	Málaga	-4.53186167697	36.5866651991
1213	PLAYA  LA YUCA - ARROYOHONDO	Andalucia	Benalmádena	Málaga	-4.55567801584	36.5820566342
1214	PLAYA  TORREVIGIA - TORREQUEBRADA	Andalucia	Benalmádena	Málaga	-4.53732945018	36.5828178038
1215	PLAYA  FUENTE DE LA SALUD	Andalucia	Benalmádena	Málaga	-4.50855786342	36.6010969366
1216	PLAYA  MALAPESQUERA - SANTA ANA	Andalucia	Benalmádena	Málaga	-4.52019713935	36.594891375
1217	PLAYA  TORREMUELLE - CARVAJAL	Andalucia	Benalmádena	Málaga	-4.57590238315	36.5773737372
1218	PLAYA  LA PALOMA	Andalucia	Casares	Málaga	-5.20456388684	36.3894919078
1219	PLAYA  ANCHA 	Andalucia	Casares	Málaga	-5.22043250507	36.3755600157
1220	PLAYA  SALADILLO-CASASOLA	Andalucia	Estepona	Málaga	-5.02859859525	36.4635547084
1221	PLAYA  LA RADA 	Andalucia	Estepona	Málaga	-5.13622625638	36.4298010991
1222	PLAYA  LA GALERA-DORADA	Andalucia	Estepona	Málaga	-5.19205217756	36.4016654965
1223	PLAYA  PUNTA DE LA PLATA	Andalucia	Estepona	Málaga	-5.10917425984	36.4350243001
1224	PLAYA  GUADALMANSA	Andalucia	Estepona	Málaga	-5.05583263957	36.4519559598
1225	PLAYA  EL CRISTO	Andalucia	Estepona	Málaga	-5.16348082409	36.4183488498
1226	PLAYA  ARROYO VAQUERO	Andalucia	Estepona	Málaga	-5.18504789321	36.4091490941
1227	PLAYA  CARVAJAL	Andalucia	Fuengirola	Málaga	-4.5903092553	36.5719630175
1228	PLAYA  BOLICHES-GAVIOTAS	Andalucia	Fuengirola	Málaga	-4.61060362402	36.5552756139
1229	PLAYA  FUENGIROLA	Andalucia	Fuengirola	Málaga	-4.61865777355	36.5402030571
1230	PLAYA  TORREBLANCA	Andalucia	Fuengirola	Málaga	-4.60177933165	36.5651298362
1231	PLAYA  SAN FRANCISCO	Andalucia	Fuengirola	Málaga	-4.6160121106	36.5467291179
1232	PLAYA  SANTA AMALIA	Andalucia	Fuengirola	Málaga	-4.62293439033	36.5326361314
1233	PLAYA  EL CASTILLO 	Andalucia	Fuengirola	Málaga	-4.62565639711	36.5266046466
1234	PLAYA  LA ARAÑA	Andalucia	Málaga	Málaga	-4.32294264013	36.7144229435
1235	PLAYA  CEMENTO 	Andalucia	Málaga	Málaga	-4.32904518801	36.7151030794
1236	PLAYA  PEÑON DEL CUERVO	Andalucia	Málaga	Málaga	-4.33300283381	36.7147613186
1237	PLAYA  EL CANDADO	Andalucia	Málaga	Málaga	-4.34360193346	36.715822899
1238	PLAYA  PEDREGALEJOS-ACACIAS	Andalucia	Málaga	Málaga	-4.36836652988	36.7213816758
1239	PLAYA  BAÑOS DEL CARMEN	Andalucia	Málaga	Málaga	-4.38094711789	36.7229669484
1240	PLAYA  LA CALETA	Andalucia	Málaga	Málaga	-4.40402104703	36.7215068803
1241	PLAYA  MALAGUETA	Andalucia	Málaga	Málaga	-4.41072224349	36.7175064449
1242	PLAYA  SAN ANDRES	Andalucia	Málaga	Málaga	-4.43159540286	36.7049708148
1243	PLAYA  GUADALMAR	Andalucia	Málaga	Málaga	-4.45890069049	36.66414779
1244	PLAYA  CAMPO DE GOLF 	Andalucia	Málaga	Málaga	-4.46364126362	36.6598258963
1245	PLAYA  CHANQUETE	Andalucia	Málaga	Málaga	-4.34765170489	36.718192866
1246	PLAYA  EL PALO	Andalucia	Málaga	Málaga	-4.35715974001	36.7195720686
1247	PLAYA  MISERICORDIA	Andalucia	Málaga	Málaga	-4.44594761465	36.679891302
1248	PLAYA  SABINILLAS 	Andalucia	Manilva	Málaga	-5.22524392236	36.3726941437
1249	PLAYA  EL CASTILLO	Andalucia	Manilva	Málaga	-5.23449887728	36.3436151299
1250	PLAYA  CHULLERA	Andalucia	Manilva	Málaga	-5.24237459353	36.3260894488
1251	PLAYA  ARTOLA	Andalucia	Marbella	Málaga	-4.75316316417	36.4872257919
1252	PLAYA  VENUS-BAJADILLA	Andalucia	Marbella	Málaga	-4.88160771509	36.5086657526
1253	PLAYA  RIO VERDE	Andalucia	Marbella	Málaga	-4.93585609046	36.5008104998
1254	PLAYA  PUERTO BANUS	Andalucia	Marbella	Málaga	-4.9498005533	36.491461145
1255	PLAYA  GUADALMINA-SAN PEDRO	Andalucia	Marbella	Málaga	-4.98511349034	36.4741213434
1256	PLAYA  NAGUELES	Andalucia	Marbella	Málaga	-4.9112323658	36.5073826777
1257	PLAYA  LOS MONTEROS	Andalucia	Marbella	Málaga	-4.82399407592	36.5020897388
1258	PLAYA  EL CABLE-RIO REAL	Andalucia	Marbella	Málaga	-4.85527831141	36.5086462404
1259	PLAYA  LA FONTANILLA-FARO	Andalucia	Marbella	Málaga	-4.89923181823	36.5083949524
1260	PLAYA  LAS CHAPAS	Andalucia	Marbella	Málaga	-4.76544985822	36.4895231703
1261	PLAYA  LA CALA	Andalucia	Mijas	Málaga	-4.67701222798	36.5049620202
1262	PLAYA  CALAHONDA	Andalucia	Mijas	Málaga	-4.72405870995	36.486753205
1263	PLAYA  LA CAMPANA	Andalucia	Mijas	Málaga	-4.64235740101	36.5088161104
1264	PLAYA  BUTIPLAYA	Andalucia	Mijas	Málaga	-4.68754127813	36.4967277352
1265	PLAYA  CALAS ORIENTALES(MARO)	Andalucia	Nerja	Málaga	-3.83366002558	36.7558807416
1266	PLAYA  BURRIANA	Andalucia	Nerja	Málaga	-3.86850948754	36.75066439
1267	PLAYA  CALAS OCCIDENTALES	Andalucia	Nerja	Málaga	-3.87413342972	36.7467559685
1268	PLAYA  TORRECILLA	Andalucia	Nerja	Málaga	-3.88089748225	36.7436681798
1269	PLAYA  PLAYAZO	Andalucia	Nerja	Málaga	-3.89977064894	36.7455281405
1270	PLAYA  RINCON VICTORIA	Andalucia	Rincón de la Victoria	Málaga	-4.28861336516	36.7163683214
1271	PLAYA  CALA DEL MORAL	Andalucia	Rincón de la Victoria	Málaga	-4.30423879309	36.7160627827
1272	PLAYA  LOS RUBIOS	Andalucia	Rincón de la Victoria	Málaga	-4.23944488724	36.7133572823
1273	PLAYA  TORRE BENAGALBON	Andalucia	Rincón de la Victoria	Málaga	-4.26276634675	36.7133283168
1274	PLAYA  PEÑONCILLO	Andalucia	Torrox	Málaga	-3.94267747576	36.7331705312
1275	PLAYA  FERRARA 	Andalucia	Torrox	Málaga	-3.95846687042	36.7294115306
1276	PLAYA  EL MORCHE	Andalucia	Torrox	Málaga	-3.98981551988	36.7392239664
1277	PLAYA  LAGOS 	Andalucia	Vélez-Málaga	Málaga	-4.02319314019	36.7460178426
1278	PLAYA  LA CALETA	Andalucia	Vélez-Málaga	Málaga	-4.07162789852	36.7500714295
1279	PLAYA  TORRE DEL MAR	Andalucia	Vélez-Málaga	Málaga	-4.09620441072	36.7342976781
1280	PLAYA  BAJA MAR-ALMAYATE	Andalucia	Vélez-Málaga	Málaga	-4.13301276617	36.7248482575
1281	PLAYA  BENAJARAFE	Andalucia	Vélez-Málaga	Málaga	-4.19404409847	36.7170037436
1282	PLAYA  VALLE NIZA	Andalucia	Vélez-Málaga	Málaga	-4.16343696235	36.7210660196
1283	PLAYA  CHILCHEZ	Andalucia	Vélez-Málaga	Málaga	-4.22377478145	36.715069991
1284	PLAYA  LOS ALAMOS	Andalucia	Torremolinos	Málaga	-4.47814673902	36.6437276763
1285	PLAYA  PLAYAMAR 	Andalucia	Torremolinos	Málaga	-4.49014865567	36.6280196432
1286	PLAYA  BAJONDILLO 	Andalucia	Torremolinos	Málaga	-4.4935393633	36.6229112089
1287	PLAYA  LA CARIHUELA 	Andalucia	Torremolinos	Málaga	-4.50552097233	36.6059038566
1288	PLAYA CALABARDINA	Murcia	Águilas	Murcia	-1.50189102122	37.4337551674
1289	PLAYA LA COLA	Murcia	Águilas	Murcia	-1.50990049833	37.4340763533
1290	PLAYA EL HORNILLO	Murcia	Águilas	Murcia	-1.55859804818	37.412897398
1291	PLAYA LAS DELICIAS	Murcia	Águilas	Murcia	-1.56724754456	37.4091663316
1292	PLAYA DE LEVANTE	Murcia	Águilas	Murcia	-1.57539596677	37.4085874792
1293	PLAYA DE PONIENTE	Murcia	Águilas	Murcia	-1.59074673268	37.4028534682
1294	PLAYA CALARREONA	Murcia	Águilas	Murcia	-1.61793217405	37.3858622643
1295	PLAYA LA CAROLINA	Murcia	Águilas	Murcia	-1.62660669342	37.3782671794
1296	PLAYA LA HIGUERICA	Murcia	Águilas	Murcia	-1.62476756267	37.3816912474
1297	PLAYA LA COLONIA	Murcia	Águilas	Murcia	-1.58374641392	37.4046474337
1298	PLAYA BOCARRAMBLA	Murcia	Cartagena	Murcia	-0.858738581866	37.7205775666
1299	PLAYA LOS URRUTIAS	Murcia	Cartagena	Murcia	-0.831921239967	37.6878086243
1300	PLAYA CALA DEL PINO	Murcia	Cartagena	Murcia	-0.731302966537	37.6687120453
1301	PLAYA GALUA	Murcia	Cartagena	Murcia	-0.718155304904	37.6588981428
1302	PLAYA DE LA GOLA	Murcia	Cartagena	Murcia	-0.721637505168	37.6567032753
1303	PLAYA LOS NIETOS	Murcia	Cartagena	Murcia	-0.792793217608	37.6557072578
1304	PLAYA ENTREMARES	Murcia	Cartagena	Murcia	-0.710328833326	37.645790461
1305	PLAYA PUERTO BELLO	Murcia	Cartagena	Murcia	-0.718490325523	37.6496359385
1306	PLAYA ISLAS MENORES	Murcia	Cartagena	Murcia	-0.768820863289	37.646439145
1307	PLAYA MAR DE CRISTAL	Murcia	Cartagena	Murcia	-0.757681406612	37.643843523
1308	PLAYA VILLAS CARAVANNING	Murcia	Cartagena	Murcia	-0.743517708034	37.6351626111
1309	PLAYA HONDA	Murcia	Cartagena	Murcia	-0.734125154229	37.6338922451
1310	PLAYA LEVANTE-CABO PALOS	Murcia	Cartagena	Murcia	-0.695980107098	37.6345984648
1311	PLAYA CALBLANQUE	Murcia	Cartagena	Murcia	-0.752676168958	37.5994430967
1312	PLAYA DEL BARCO	Murcia	Cartagena	Murcia	-0.791304293838	37.5893014135
1313	PLAYA CALA CORTINA	Murcia	Cartagena	Murcia	-0.973573933059	37.583091847
1314	PLAYA EL PORTUS	Murcia	Cartagena	Murcia	-1.07252418095	37.5860488342
1315	PLAYA LA AZOHIA	Murcia	Cartagena	Murcia	-1.16742719217	37.5594974736
1316	PLAYA SAN GINES	Murcia	Cartagena	Murcia	-1.17829477405	37.5676920254
1317	PLAYA ISLA PLANA	Murcia	Cartagena	Murcia	-1.20450514922	37.5758248311
1318	PLAYA DE CAVANNAS	Murcia	Cartagena	Murcia	-0.727338701984	37.6630047103
1319	PLAYA PUNTA BRAVA	Murcia	Cartagena	Murcia	-0.835081359617	37.6935899071
1320	PLAYA ESTRELLA DE MAR	Murcia	Cartagena	Murcia	-0.822343735723	37.6754429915
1321	PLAYA LAS SIRENAS	Murcia	Cartagena	Murcia	-0.713670909885	37.650948725
1322	PLAYA EL VIVERO	Murcia	Cartagena	Murcia	-0.721249156307	37.64422837
1323	PLAYA LAS AMOLADERAS	Murcia	Cartagena	Murcia	-0.70436760258	37.6393139965
1324	PLAYA CALA FLORES	Murcia	Cartagena	Murcia	-0.703377656907	37.6271320745
1325	PLAYA PUNTA DE CALNEGRE	Murcia	Lorca	Murcia	-1.4002446101	37.5118668104
1326	PLAYA CALNEGRE	Murcia	Lorca	Murcia	-1.41473032743	37.5086099499
1327	PLAYA PLAYA RIGUETE	Murcia	Mazarrón	Murcia	-1.25282403504	37.5702950624
1328	PLAYA DEL PUERTO	Murcia	Mazarrón	Murcia	-1.25579181604	37.5687186646
1329	PLAYA LA ISLA	Murcia	Mazarrón	Murcia	-1.26559635439	37.5623517259
1330	PLAYA BAHIA	Murcia	Mazarrón	Murcia	-1.27572295438	37.5614818766
1331	PLAYA GRANDE-CASTELLAR	Murcia	Mazarrón	Murcia	-1.28910103898	37.5618101891
1332	PLAYA BOLNUEVO	Murcia	Mazarrón	Murcia	-1.30624348833	37.5635875303
1333	PLAYA NARES	Murcia	Mazarrón	Murcia	-1.28146417887	37.560999009
1334	PLAYA EL ALAMILLO	Murcia	Mazarrón	Murcia	-1.24487321729	37.5780357075
1335	PLAYA EL CASTILLICO	Murcia	San Javier	Murcia	-0.792763892548	37.8140974361
1336	PLAYA VENECIOLA	Murcia	San Javier	Murcia	-0.747888657043	37.7713375014
1337	PLAYA LA HITA	Murcia	San Javier	Murcia	-0.812283998733	37.7709780976
1338	PLAYA PEDRUCHO NORTE	Murcia	San Javier	Murcia	-0.737720221831	37.7019462109
1339	PLAYA MISTRAL	Murcia	San Javier	Murcia	-0.73802120233	37.7385771818
1340	PLAYA EL TABAL	Murcia	San Javier	Murcia	-0.727980710308	37.6757700541
1341	PLAYA LAS GAVIOTAS	Murcia	San Javier	Murcia	-0.739330473877	37.7183692999
1342	PLAYA ANTILLAS	Murcia	San Javier	Murcia	-0.742566479583	37.710554648
1343	PLAYA DEL GALAN	Murcia	San Javier	Murcia	-0.739060288917	37.6911093352
1344	PLAYA PEDRUCHO SUR	Murcia	San Javier	Murcia	-0.731787987021	37.6845163799
1345	PLAYA PASEO COLON	Murcia	San Javier	Murcia	-0.800613321004	37.8020434728
1346	PLAYA BARNUEVO	Murcia	San Javier	Murcia	-0.801968466794	37.7989754374
1347	PLAYA EL PEDRUCHILLO	Murcia	San Javier	Murcia	-0.741114422507	37.7069544871
1348	PLAYAS LOS ALISIOS	Murcia	San Javier	Murcia	-0.732014994292	37.674324143
1349	PLAYA EL MOJON-DERECHA	Murcia	San Pedro del Pinatar	Murcia	-0.761152894234	37.8456940397
1350	PLAYA LA LLANA-LAS SALINAS	Murcia	San Pedro del Pinatar	Murcia	-0.757041950966	37.8195801382
1351	PLAYA VILLANANITOS	Murcia	San Pedro del Pinatar	Murcia	-0.778166525378	37.8213921223
1352	PLAYA LA PUNTICA	Murcia	San Pedro del Pinatar	Murcia	-0.787699605978	37.8158792835
1353	PLAYA TORRE DERRIBADA	Murcia	San Pedro del Pinatar	Murcia	-0.756545910868	37.8253552923
1354	PLAYA LA MOTA	Murcia	San Pedro del Pinatar	Murcia	-0.773819867803	37.8203828262
1355	PLAYA PORTMAN-EL LASTRE	Murcia	Unión (La)	Murcia	-0.841904980952	37.582029252
1356	PLAYA LOS NAREJOS	Murcia	Alcázares (Los)	Murcia	-0.832915138232	37.7563855408
1357	PLAYA LAS PALMERAS	Murcia	Alcázares (Los)	Murcia	-0.843036672348	37.7510027378
1358	PLAYA PASEO DEL ESPEJO	Murcia	Alcázares (Los)	Murcia	-0.844706911775	37.7486782575
1359	PLAYA PASEO DE MANZANARES	Murcia	Alcázares (Los)	Murcia	-0.847501932712	37.7422807005
1360	PLAYA PASEO DE LA CONCHA	Murcia	Alcázares (Los)	Murcia	-0.850198061878	37.7370756674
1361	PLAYA PASEO CARRIÓN	Murcia	Alcázares (Los)	Murcia	-0.848551969881	37.7393576914
1362	PLAYA BENÍTEZ	Ceuta	Ceuta	Ceuta	-5.33633634306	35.8944593633
1363	PLAYA CALAMOCARRO	Ceuta	Ceuta	Ceuta	-5.36321872573	35.9148345575
1364	PLAYA CHORRILLO	Ceuta	Ceuta	Ceuta	-5.32020445451	35.8863992077
1365	PLAYA RIBERA	Ceuta	Ceuta	Ceuta	-5.31547150924	35.8870496597
1366	PLAYA LA ALMADRABA	Ceuta	Ceuta	Ceuta	-5.33486950867	35.8792186751
1367	PLAYA TARAJAL	Ceuta	Ceuta	Ceuta	-5.34172414706	35.8742895343
1368	PLAYA DE LA HÍPICA	Melilla	Melilla	Melilla	-2.92823436232	35.2746089085
1369	PLAYA DE LOS CÁRABOS	Melilla	Melilla	Melilla	-2.93698386204	35.2839781413
1370	PLAYA DE SAN LORENZO	Melilla	Melilla	Melilla	-2.93715784998	35.286374233
1371	PLAYA DEL HIPÓDROMO	Melilla	Melilla	Melilla	-2.93533577799	35.2787079954
1372	PLAYA DE AGUADUL	Melilla	Melilla	Melilla	-2.95553209442	35.3139604057
1373	PLAYA DE LOS GALÁPAGOS	Melilla	Melilla	Melilla	-2.93512779328	35.2947604201
1374	PLAYA NIEVES (LAS)	Canarias	Agaete	Palmas (Las)	-15.7113221463	28.1010231419
1375	PLAYA ARINAGA	Canarias	Agüimes	Palmas (Las)	-15.3965878107	27.8567925736
1376	PLAYA VARGAS	Canarias	Agüimes	Palmas (Las)	-15.3939919032	27.8901894436
1377	PLAYA CABRÓN	Canarias	Agüimes	Palmas (Las)	-15.386294289	27.8709066292
1378	PLAYA CALETA FUSTE (CASTILLO)	Canarias	Antigua	Palmas (Las)	-13.857952525	28.3947271375
1379	PLAYA POZO NEGRO	Canarias	Antigua	Palmas (Las)	-13.8952062985	28.3237258826
1380	PLAYA CASTILLO DE SAN GABRIEL (EL CASTILLO)	Canarias	Arrecife	Palmas (Las)	-13.5480889489	28.9560837778
1381	PLAYA REDUCTO (EL)	Canarias	Arrecife	Palmas (Las)	-13.5586207878	28.9583664477
1382	PLAYA CABLE (EL)	Canarias	Arrecife	Palmas (Las)	-13.5757664718	28.9546204967
1383	PLAYA ARENA (LA) (CASTILLO SAN JOSÉ)	Canarias	Arrecife	Palmas (Las)	-13.5314867355	28.9732303945
1384	PLAYA CONCHA (LA)	Canarias	Arrecife	Palmas (Las)	-13.5824246866	28.9532650039
1385	PLAYA MUELLE DE LA PESCADERÍA	Canarias	Arrecife	Palmas (Las)	-13.5513116421	28.9570887758
1386	PLAYA PUERTILLO (BAÑADEROS)	Canarias	Arucas	Palmas (Las)	-15.534430513	28.15139232
1387	PLAYA SAN ANDRÉS	Canarias	Arucas	Palmas (Las)	-15.5559467374	28.1458490497
1388	PLAYA SARDINA	Canarias	Gáldar	Palmas (Las)	-15.6965188038	28.1518438589
1389	PLAYA AGUJERO (EL)	Canarias	Gáldar	Palmas (Las)	-15.6607181836	28.1616329123
1390	PLAYA BOCABARRANCO	Canarias	Gáldar	Palmas (Las)	-15.6653169663	28.1590540929
1391	PLAYA CALETA DE ARRIBA (CALETA DE SORIA)	Canarias	Gáldar	Palmas (Las)	-15.6495486675	28.1650877174
1392	PLAYA GARITA (LA) (ARRIETA)	Canarias	Haría	Palmas (Las)	-13.4636578209	29.1289632413
1393	PLAYA CALETA DEL ESPI	Canarias	Haría	Palmas (Las)	-13.4505050668	29.142776085
1394	PLAYA CALETÓN BLANCO	Canarias	Haría	Palmas (Las)	-13.4420647478	29.2181924218
1395	PLAYA COCINITAS	Canarias	Haría	Palmas (Las)	-13.4205104239	29.1963019058
