id	nombre	comunidad	municipio	provincia	lat	lon
1632	EMBALSE BERMEJALES ARENAS DEL REY 	Andalucia	Arenas del Rey	Granada	-3.88538327366	36.9968922762
1633	RIO MAITENA GÜEJAR SIERRA 	Andalucia	Güejar Sierra	Granada	-3.4159706498	37.151419281
1634	RIO GENIL GÜEJAR SIERRA 	Andalucia	Güejar Sierra	Granada	-3.41058807178	37.1452273084
1635	MANANTIAL FUENCALIENTE HUÉSCAR 	Andalucia	Huéscar	Granada	-2.52129635324	37.8033628683
1636	MANANTIAL FUENCALIENTE ORCE 	Andalucia	Orce	Granada	-2.49889001816	37.7301277956
1637	RIO TOBA GUAJARES (LOS) 	Andalucia	Guajares (Los)	Granada	-3.62750753145	36.86091353
1638	EMBALSE ENCINAREJO ANDÚJAR 	Andalucia	Andújar	Jaén	-3.98946277376	38.1702453921
1639	RIO JANDULA ANDÚJAR 	Andalucia	Andújar	Jaén	-4.01292654837	38.154868513
1640	EMBALSE RUMBLAR BAÑOS DE LA ENCINA 	Andalucia	Baños de la Encina	Jaén	-3.79680474775	38.181597851
1641	RIO GUADALQUIVIR CAZORLA 	Andalucia	Cazorla	Jaén	-2.93769929028	37.9034453649
1642	RIO LINAREJOS CAZORLA 	Andalucia	Cazorla	Jaén	-2.91027113714	37.9247344531
1643	ARROYO LOS MOLINOS SILES 	Andalucia	Siles	Jaén	-2.57708090412	38.3717914128
1644	RIO AGUASCEBAS VILLACARRILLO 	Andalucia	Villacarrillo	Jaén	-3.02911958368	38.0754517274
1645	RIO GUADALQUIVIR VILLANUEVA DEL ARZOBISPO 	Andalucia	Villanueva del Arzobispo	Jaén	-2.82930109337	38.181014219
1646	RIO BOROSA SANTIAGO-PONTONES 	Andalucia	Santiago-Pontones	Jaén	-2.8604764337	38.0168252222
1647	RIO GENAL ALGATOCÍN 	Andalucia	Algatocín	Málaga	-5.24531426433	36.5690574142
1648	EMBALSE CONDE DE GUADALHORCE ARDALES 	Andalucia	Ardales	Málaga	-4.80083456879	36.9330207872
1649	MANANTIAL HEDIONDA CASARES 	Andalucia	Casares	Málaga	-5.26066903131	36.398255867
1650	RIO GENAL JUBRIQUE 	Andalucia	Jubrique	Málaga	-5.24424104793	36.5705828572
1651	EMBALSE LA VIÑUELA VIÑUELA 	Andalucia	Viñuela	Málaga	-4.17345238012	36.8727306993
1652	RIVERA DEL HUEZNAR SAN NICOLÁS DEL PUERTO 	Andalucia	San Nicolás del Puerto	Sevilla	-5.65085588057	37.9981677115
1653	RIO ALHARABE MORATALLA 	Murcia	Moratalla	Murcia	-1.94967286191	38.2126628461
1654	PLAYA MATALENTISCO	Murcia	Águilas	Murcia	-1.60933373889	37.3904483695
1655	PLAYA LA ENSENADA DEL ESPARTO	Murcia	San Javier	Murcia	-0.733244914948	37.7508842946
1656	LAGUNA SAN PEDRA OSSA DE MONTIEL 02	Castilla La Mancha	Ossa de Montiel	Albacete	-2.83295402323	38.9335419729
1657	LAGUNA SAN PEDRA OSSA DE MONTIEL 03	Castilla La Mancha	Ossa de Montiel	Albacete	-2.84440367924	38.9377480301
1658	RIO JUCAR CUENCA 02	Castilla La Mancha	Cuenca	Cuenca	-2.13322609742	40.1437131094
1659	RIO JUCAR CUENCA 03	Castilla La Mancha	Cuenca	Cuenca	-2.12781480907	40.089124527
1660	RIO BULLAQUE PIEDRABUENA 02	Castilla La Mancha	Piedrabuena	Ciudad Real	-4.23047476689	39.0445134856
1661	RIO BULLAQUE PIEDRABUENA 03	Castilla La Mancha	Piedrabuena	Ciudad Real	-4.22503044748	39.0423994919
1662	RIO BULLAQUE PIEDRABUENA 04	Castilla La Mancha	Piedrabuena	Ciudad Real	-4.23817121909	39.0490095727
1663	LAGUNA VILLAFRANCA VILLAFRANCA DE LOS CABALLEROS 02	Castilla La Mancha	Villafranca de los Caballeros	Toledo	-3.34279679546	39.448556182
1664	LAGUNA VILLAFRANCA VILLAFRANCA DE LOS CABALLEROS 03	Castilla La Mancha	Villafranca de los Caballeros	Toledo	-3.34366779201	39.4543314047
1665	LAGUNA VILLAFRANCA VILLAFRANCA DE LOS CABALLEROS 04	Castilla La Mancha	Villafranca de los Caballeros	Toledo	-3.33197720511	39.4515512551
1666	EMBALSE ULLIBARRI GAMBOA ARRAZUA-UBARRUNDIA 03	Pais Vasco	Arrazua-Ubarrundia	Alava	-2.58853785885	42.9533181546
1667	EMBALSE ULLIBARRI GAMBOA ARRAZUA-UBARRUNDIA 04	Pais Vasco	Arrazua-Ubarrundia	Alava	-2.58795278272	42.9509747111
1668	EMBALSE ULLIBARRI GAMBOA BARRUNDIA 02	Pais Vasco	Barrundia	Alava	-2.54270202294	42.9083254314
1669	EMBALSE ULLIBARRI GAMBOA BARRUNDIA 03	Pais Vasco	Barrundia	Alava	-2.54629714759	42.9025313709
1670	PLAYA AREA GRANDE DE SUEVOS	Galicia	Arteixo	Coruña (A)	-8.4859038991	43.3551074915
1671	PLAYA PORTO DE SUEVOS	Galicia	Arteixo	Coruña (A)	-8.48662928765	43.3567122018
1672	PLAYA ALBA-SABÓN	Galicia	Arteixo	Coruña (A)	-8.50782071235	43.3321304457
1673	RIO FURELOS MELIDE	Galicia	Melide	Coruña (A)	-7.99029190577	42.9147100119
1674	PLAYA MARÍN	Galicia	Miño	Coruña (A)	-8.21432631748	43.3753645321
1675	PLAYA LAGO	Galicia	Miño	Coruña (A)	-8.20994912823	43.3679478359
1676	EMBALSE RIO EUME PONTES DE GARCÍA RODRÍGUEZ (AS)	Galicia	Pontes de García Rodríguez (As)	Coruña (A)	-7.82898282031	43.46174482
1677	RIO EUME PONTES DE GARCÍA RODRÍGUEZ (AS)	Galicia	Pontes de García Rodríguez (As)	Coruña (A)	-7.87311154406	43.4216434297
1678	PLAYA A CONCHA- CARÑO	Galicia	Cariño	Coruña (A)	-7.86819189656	43.7400910111
1679	PLAYA BASTEIRA	Galicia	Cariño	Coruña (A)	-7.86927168192	43.7336320817
1680	RIO UMIA RIBADUMIA	Galicia	Ribadumia	Pontevedra	-8.76453241952	42.5177240805
1681	PLAYA CANAVAL	Galicia	Moaña	Pontevedra	-8.75816809653	42.2638484434
1682	PLAYA RANDE	Galicia	Redondela	Pontevedra	-8.65624435678	42.2871281484
1683	PLAYA ARGAZADA	Galicia	Vigo	Pontevedra	-8.77587903371	42.220339059
1684	PLAYA DELS PINS	Cataluña	Pineda de Mar	Barcelona	2.69853054348	41.6251201986
1685	PLAYA DELS PESCADORS	Cataluña	Pineda de Mar	Barcelona	2.69917259392	41.6238698738
1686	PLAYA DEL POBLENOU-LA RIERA	Cataluña	Pineda de Mar	Barcelona	2.68940025917	41.621547037
1687	PLAYA BARRAÑÁN	Galicia	Arteixo	Coruña (A)	-8.55075670081	43.3141539648
1688	PLAYA RÍA DE BARRAÑÁN	Galicia	Arteixo	Coruña (A)	-8.5546944434	43.3141041711
1689	PLAYA BARRAÑA 1	Galicia	Boiro	Coruña (A)	-8.8825195814	42.6412906126
1690	PLAYA BARRAÑA SALTIÑO	Galicia	Boiro	Coruña (A)	-8.87254030441	42.6350762155
1691	RIO RÍO SAA POBRA DO BROLLÓN (A)	Galicia	Pobra do Brollón (A)	Lugo	-7.39079953289	42.5578427139
1692	RIO RÍO LIMIA BALTAR	Galicia	Baltar	Ourense	-7.70410180776	41.9499155817
1693	RIO RÍO CENZA VILARIÑO DE CONSO	Galicia	Vilariño de Conso	Ourense	-7.18125550901	42.1638362002
1694	RIO TORMES PUENTE DEL CONGOSTO	Castilla y León	Puente del Congosto	Salamanca	-5.52419056309	40.4927238638
1695	PLAYA DE LAS ARENAS	Pais Vasco	Getxo	Vizcaya	-3.01650372857	43.3286499648
1696	EMBALSE CUERDA DEL POZO SORIA	Castilla y León	Soria	Soria	-2.77179697916	41.8444642251
1697	EMBALSE CUERDA DEL POZO CIDONES	Castilla y León	Cidones	Soria	-2.73687004555	41.8374720352
1698	EMBALSE CUERDA DEL POZO VINUESA	Castilla y León	Vinuesa	Soria	-2.72164818549	41.8649608508
1699	EMBALSE AGUILAR DE CAMPOO AGUILAR DE CAMPOO	Castilla y León	Aguilar de Campoo	Palencia	-4.28850655049	42.8010189837
1700	EMBALSE DE RUESGA CERVERA DE PISUERGA	Castilla y León	Cervera de Pisuerga	Palencia	-4.5266440276	42.8675874154
1701	PLAYA SADA DELICIAS	Galicia	Sada	Coruña (A)	-8.2478737155	43.350906543
1702	PLAYA SADA NOVA	Galicia	Sada	Coruña (A)	-8.25035586213	43.3539324135
1703	PLAYA CALA LA NUZA	Comunidad Valenciana	Campello (el)	Alicante/Alacant	-0.315604385002	38.4762963672
1704	PLAYA DE CALA MAR AZUL	Comunidad Valenciana	Torrevieja	Alicante/Alacant	-0.701091415968	37.9599478813
1705	PLAYA CALA DE LAS PITERAS	Comunidad Valenciana	Torrevieja	Alicante/Alacant	-0.704281774331	37.9477731548
1706	PLAYA DE FORA FORAT	Comunidad Valenciana	Vinaròs	Castellón/Castelló	0.483398719893	40.4752559039
1707	PLAYA DEL PUNTAL	Comunidad Valenciana	Vinaròs	Castellón/Castelló	0.45753577269	40.4477463142
1708	PLAYA DEL GURUGU	Comunidad Valenciana	Benicarló	Castellón/Castelló	0.425992797442	40.4087315331
1709	PLAYA DE L	Comunidad Valenciana	Moncofa	Castellón/Castelló	-0.149525898022	39.773541675
1710	PLAYA DE LES MARINES	Comunidad Valenciana	Nules	Castellón/Castelló	-0.117871869121	39.8182780763
1711	GARGANTA DE LOS CABALLEROS NAVALONGUILLA	Castilla y León	Navalonguilla	Avila	-5.51004025665	40.2836307273
1712	PLAYA DE L	Comunidad Valenciana	Nules	Castellón/Castelló	-0.102104169589	39.8343159824
1713	PLAYA DE BOVALAR	Comunidad Valenciana	Nules	Castellón/Castelló	-0.108430308566	39.8281481201
1714	PLAYA DE PEDRA ROJA	Comunidad Valenciana	Moncofa	Castellón/Castelló	-0.123967181203	39.8085922205
1715	PLAYA DE GRAO	Comunidad Valenciana	Moncofa	Castellón/Castelló	-0.129175115453	39.8001612166
1716	EMBALSE LINARES DEL ARROYO MADERUELO	Castilla y León	Maderuelo	Segovia	-3.51701440686	41.4923576802
1717	PLAYA SERÍN	Asturias	Gijón	Asturias	-5.60858273412	43.55248443
1718	LAGO SANABRIA GALENDE	Castilla y León	Galende	Zamora	-6.69740078367	42.126273511
1719	RIO TERA CAMARZANA DE TERA	Castilla y León	Camarzana de Tera	Zamora	-6.02742877284	41.9833388596
1720	PLAYA A LANZADA-SANXENXO	Galicia	Sanxenxo	Pontevedra	-8.87143081712	42.4407582424
1721	EMBALSE VALPARAISO VILLARDECIERVOS	Castilla y León	Villardeciervos	Zamora	-6.29944745798	41.96214531
1722	LAGUNA DEL REY RUIDERA	Castilla La Mancha	Ruidera	Ciudad Real	-2.8867458924	38.9742260942
1723	LAGUNA ENTRELAGOS RUIDERA	Castilla La Mancha	Ruidera	Ciudad Real	-2.8834586876	38.9666759011
1724	RIO TEA MONDARIZ 02	Galicia	Mondariz	Pontevedra	-8.46892466177	42.22994127
1725	RIO TEA PONTEAREAS 02	Galicia	Ponteareas	Pontevedra	-8.51271824461	42.1907137528
1726	RIO TEA PONTEAREAS 03	Galicia	Ponteareas	Pontevedra	-8.512479032	42.1895346176
1727	RIO TEA PONTEAREAS 04	Galicia	Ponteareas	Pontevedra	-8.50896678314	42.1791316286
1728	EMBALSE EBRO ARIJA	Castilla y León	Arija	Burgos	-3.95397886527	42.990809751
1729	LAGUNA LA MORENILLA RUIDERA	Castilla La Mancha	Ruidera	Ciudad Real	-2.89483733687	38.985256393
1730	PLAYA EL CALON	Andalucia	Cuevas del Almanzora	Almería	-1.70612640297	37.310301571
1731	PLAYA LOS ESCULLOS	Andalucia	Níjar	Almería	-2.06234000771	36.8053738033
1732	PLAYA EL POZUELO	Andalucia	Albuñol	Granada	-3.15384102748	36.7492006239
1733	PLAYA CASTILLO DE BAÑOS	Andalucia	Polopos	Granada	-3.29633079115	36.7425756771
1734	PLAYA HIERBABUENA	Andalucia	Barbate	Cádiz	-5.93845763537	36.1845297936
1735	PLAYA CALA DEL ACEITE	Andalucia	Conil de la Frontera	Cádiz	-6.13240745562	36.2963846006
1736	PLAYA DE LEVANTE	Andalucia	Puerto de Santa María (El)	Cádiz	-6.224401324	36.5605751341
1737	PLAYA EL PUNTALILLO	Andalucia	Rota	Cádiz	-6.38018192218	36.6258028405
1738	PLAYA LA CALZADA	Andalucia	Sanlúcar de Barrameda	Cádiz	-6.36354432357	36.783966879
1739	PLAYA BAJO DE GUIA-BONANZA	Andalucia	Sanlúcar de Barrameda	Cádiz	-6.34567703693	36.7939408524
1740	PLAYA DE FUENTEBRAVIA	Andalucia	Puerto de Santa María (El)	Cádiz	-6.28538428785	36.6093975534
1741	PLAYA DE SANTA CATALINA	Andalucia	Puerto de Santa María (El)	Cádiz	-6.27491747219	36.5977574601
1742	PLAYA DE LA MURALLA	Andalucia	Puerto de Santa María (El)	Cádiz	-6.26184244926	36.5812709492
1743	PLAYA CALA SA NAU	Islas Baleares	Felanitx	Balears (Illes)	3.24898854147	39.3949259866
1744	PLAYA CALA GAT	Islas Baleares	Capdepera	Balears (Illes)	3.47106570371	39.7146229267
1745	PLAYA CALA LLITERES	Islas Baleares	Capdepera	Balears (Illes)	3.46245743024	39.7218656867
1746	PLAYA MERA	Galicia	Oleiros	Coruña (A)	-8.33705058779	43.3820352975
1747	RIO CHAMOSO CORGO (O)	Galicia	Corgo (O)	Lugo	-7.44113740866	42.9594386688
1748	PLAYA VENTÍN - O SALTO	Galicia	Muros	Coruña (A)	-9.02471714259	42.8007839933
1749	RIO SIL RIBAS DE SIL	Galicia	Ribas de Sil	Lugo	-7.28584955645	42.4710240411
1750	RIO DEZA VILA DE CRUCES	Galicia	Vila de Cruces	Pontevedra	-8.25570481415	42.7640761343
1751	PLAYA ES CAVALLET	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.40338170715	38.8501361205
1752	PLAYA CALA MOLÍ	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.23395008064	38.931888806
1753	PLAYA ES PINET	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.29320088999	38.9727515257
1754	RIO RÍO TRONCEDA MONDOÑEDO	Galicia	Mondoñedo	Lugo	-7.3708245261	43.4464141094
1755	PLAYA TUPIDE	Galicia	Foz	Lugo	-7.24823246192	43.57185325
1756	RIO DEL ARENAL ARENAS DE SAN PEDRO	Castilla y León	Arenas de San Pedro	Avila	-5.09448209392	40.2187951072
1757	RIO PELAYO ARENAS DE SAN PEDRO	Castilla y León	Arenas de San Pedro	Avila	-5.11213202826	40.2034880118
1758	RIO CANTOS HORNILLO (EL) 02	Castilla y León	Hornillo (El)	Avila	-5.10581882374	40.2511227506
1759	RIO TORMES HORCAJADA (LA)	Castilla y León	Horcajada (La)	Avila	-5.50900547978	40.4089773933
1760	GARGANTA RIO TIETAR GAVILANES	Castilla y León	Gavilanes	Avila	-4.85769580066	40.2717490792
1761	EMBALSE VALBONA VALBONA	Aragón	Valbona	Teruel	-0.818578117086	40.2559919546
1762	EMBALSE E. ARQUILLO DE SAN B TERUEL	Aragón	Teruel	Teruel	-1.20583044579	40.3659777809
1763	RIO ARBA DE LUESIA LUESIA	Aragón	Luesia	Zaragoza	-0.994846265195	42.4297770232
1764	EMBALSE RICOBAYO MUELAS DEL PAN	Castilla y León	Muelas del Pan	Zamora	-5.98072728316	41.5401817371
1765	RIO DUERO SAN ESTEBAN DE GORMAZ	Castilla y León	San Esteban de Gormaz	Soria	-3.20279258504	41.5719812107
1766	PLAYA DE LA GAVIOTA	Andalucia	Isla Cristina	Huelva	-7.32243959652	37.1896338484
1767	PLAYA ZAHARA DE LOS ATUNES	Andalucia	Tarifa	Cádiz	-5.83317713833	36.1187295758
1768	RIO ORBIGO CIMANES DEL TEJAR 02	Castilla y León	Cimanes del Tejar	León	-5.80535755211	42.6199135988
1769	RIO ORBIGO LLAMAS DE LA RIBERA	Castilla y León	Llamas de la Ribera	León	-5.8179468351	42.6392363792
1770	RIO ORBIGO LLAMAS DE LA RIBERA 02	Castilla y León	Llamas de la Ribera	León	-5.81133995457	42.608987632
1771	PLAYA DE LA MUGA	Cataluña	Castelló d	Girona	3.12786773935	42.2389046307
1772	PLAYA DE LA PUNTA DE LA TORDERA-DE LA CONCA	Cataluña	Malgrat de Mar	Barcelona	2.77417374758	41.6483972337
1773	PLAYA DE PONENT	Cataluña	Mataró	Barcelona	2.44152685926	41.5304020593
1774	LAGO CARUCEDO CARUCEDO	Castilla y León	Carucedo	León	-6.77386343518	42.4918175915
1775	PLAYA CERRILLOS (PARAJE NATURAL)	Andalucia	Roquetas de Mar	Almería	-2.64430206582	36.7047248602
1776	PLAYA DE LA URBANIZACION PLAYA SERENA	Andalucia	Roquetas de Mar	Almería	-2.62209143148	36.7261503361
1777	PLAYA DE LOS BAJOS	Andalucia	Roquetas de Mar	Almería	-2.58989323677	36.7876451125
1778	PLAYA DE LAS SALINAS	Andalucia	Roquetas de Mar	Almería	-2.59984302568	36.7752387178
1779	RIO MIJARES MONTANEJOS	Comunidad Valenciana	Montanejos	Castellón/Castelló	-0.53170088301	40.0762163449
1780	BAÑOS RIO ALGAR CALLOSA D	Comunidad Valenciana	Callosa d	Alicante/Alacant	-0.0935882499919	38.6620212092
1781	PLAYA ZONA DE BANYS FÒRUM	Cataluña	Barcelona	Barcelona	2.22812823858	41.4119361905
1782	PLAYA CONFITAL (EL)	Canarias	Palmas de Gran Canaria (Las)	Palmas (Las)	-15.4362822275	28.1601844806
1783	PLAYA POZOS (LOS)	Canarias	Puerto del Rosario	Palmas (Las)	-13.8624900743	28.4939455504
1784	PLAYA PIEDRAS CAIDAS	Canarias	Pájara	Palmas (Las)	-14.3127580491	28.0615157246
1785	PLAYA ESMERALDA	Canarias	Pájara	Palmas (Las)	-14.2334630643	28.1468076509
1786	PLAYA MUELLITO (EL)	Canarias	Antigua	Palmas (Las)	-13.8719080868	28.3655645922
1787	PLAYA CALA MARTINA	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.57485640123	38.9932960689
1788	PLAYA CALA NOVA	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.58240763876	39.0095084297
1789	EMBALSE ENTREPEÑAS ALOCÉN 02	Castilla La Mancha	Alocén	Guadalajara	-2.71892339813	40.6002488794
1790	PLAYA LA ARENA - ZIERBENA	Pais Vasco	Zierbena	Vizcaya	-3.11246243609	43.3528541275
1791	PLAYA REGUEIRO	Galicia	Bergondo	Coruña (A)	-8.21985559364	43.3358231152
1792	PLAYA AREAL DE FONTEXELO	Galicia	Moaña	Pontevedra	-8.67265750116	42.2930505554
1793	PLAYA VILCHES	Andalucia	Torrox	Málaga	-3.91155183527	36.7424636598
1794	PLAYA CALACEITE	Andalucia	Torrox	Málaga	-3.9216110254	36.7406553685
1795	PLAYA CENICERO-LAS LINDES	Andalucia	Torrox	Málaga	-3.98031676689	36.7329925129
1796	PLAYA RIVIERA	Andalucia	Mijas	Málaga	-4.70546183415	36.4902347363
1797	PLAYA GALEONES	Andalucia	Rota	Cádiz	-6.3452645371	36.6274063081
1798	PLAYA CARBONCILLO	Andalucia	Adra	Almería	-3.02254905316	36.7452322492
1799	PLAYA SIRENA LOCA	Andalucia	Adra	Almería	-3.02800146257	36.7467037515
1800	PLAYA LA CARACOLA	Andalucia	Adra	Almería	-3.03469631233	36.7482343258
1801	PLAYA DES RIU	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.53230757291	38.9804233082
1802	PLAYA DE SANTA EULÀRIA 	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.53554895203	38.9850325344
1803	PLAYA DE L	Cataluña	Ametlla de Mar (L	Tarragona	0.793801802229	40.8704849825
1804	PLAYA LA ARENA - MUSKIZ	Pais Vasco	Muskiz	Vizcaya	-3.11872746181	43.351082907
1805	PLAYA DE LA MUSCLERA	Cataluña	Arenys de Mar	Barcelona	2.53497681805	41.5722607151
1806	RIO SIL BARCO DE VALDEORRAS (O)	Galicia	Barco de Valdeorras (O)	Ourense	-6.98347649985	42.4147271068
1807	RIO BOEZA IGÜEÑA	Castilla y León	Igüeña	León	-6.275964138	42.7295632658
1808	PLAYA DE LA PICÒRDIA	Cataluña	Arenys de Mar	Barcelona	2.5539232708	41.5799829859
1809	PLAYA DE LES ROQUES D	Cataluña	Arenys de Mar	Barcelona	2.54465184396	41.5763437198
1810	PLAYA PONIENTE ALMERIMAR	Andalucia	Ejido (El)	Almería	-2.8039878234	36.7056903116
1811	PLAYA SAN MIGUEL	Andalucia	Ejido (El)	Almería	-2.82123777136	36.7076233857
1812	RIO ALCANADRE BIERGE	Aragón	Bierge	Huesca	-0.0893397438535	42.1750644687
1813	EMBALSE LANUZA SALLENT DE GÁLLEGO	Aragón	Sallent de Gállego	Huesca	-0.32241947685	42.7641178337
1814	EMBALSE BUBAL BIESCAS 02	Aragón	Biescas	Huesca	-0.317920254253	42.6866650458
1815	RIO ARA BOLTAÑA	Aragón	Boltaña	Huesca	0.0670064349932	42.4459425837
1816	RIO VELLOS PUÉRTOLAS	Aragón	Puértolas	Huesca	0.127459964067	42.5109222327
1817	PLAYA RESTINGA (LA)	Canarias	Pinar de El Hierro (El) 	Santa Cruz de Tenerife	-17.9799988895	27.6406903358
1818	PLAYA LA GUIRRA	Canarias	Antigua	Palmas (Las)	-13.8616397985	28.3882391341
1819	PLAYA LOS MOLINILLOS	Canarias	Pájara	Palmas (Las)	-14.219119943	28.1651481726
1820	PLAYA PUERTO ESPINDOLA	Canarias	San Andrés y Sauces	Santa Cruz de Tenerife	-17.7633779016	28.8108054284
1821	PLAYA PUNTA LARGA	Canarias	Candelaria	Santa Cruz de Tenerife	-16.3614954951	28.3720589249
1822	PLAYA LA NEA	Canarias	Rosario (El)	Santa Cruz de Tenerife	-16.3180251608	28.4040838383
1823	RIO MENDO OZA DOS RÍOS	Galicia	Oza dos Ríos	Coruña (A)	-8.16383064683	43.2076338134
1824	RIO ORILLE BOLA (A)	Galicia	Bola (A)	Ourense	-7.92258643942	42.1446447171
1825	EMBALSE DE CASTRELO CASTRELO DE MIÑO	Galicia	Castrelo de Miño	Ourense	-8.09721359892	42.2972045105
1826	PLAYA  IGREXA-BRAÑA	Galicia	Vilanova de Arousa	Pontevedra	-8.83065784914	42.5684715234
1827	PLAYA ARNELA-FONFORRÓN	Galicia	Porto do Son	Coruña (A)	-9.0110501605	42.711692167
1828	RIO MIÑO TUI	Galicia	Tui	Pontevedra	-8.5642925022	42.0555397584
1829	RIO ALMOFREI COTOBADE	Galicia	Cotobade	Pontevedra	-8.4775438632	42.473742969
1830	RIO ALMOFREI COTOBADE 02	Galicia	Cotobade	Pontevedra	-8.4984299713	42.4672757579
1831	RIO MIÑO COSPEITO	Galicia	Cospeito	Lugo	-7.47574134473	43.1838940894
1832	RIO NEIRA BARALLA	Galicia	Baralla	Lugo	-7.25634497533	42.8966705491
1833	RIO MIÑO SAVIÑAO (O)	Galicia	Saviñao (O)	Lugo	-7.68072335287	42.5665839358
1834	RIO AZUMARA CASTRO DE REI	Galicia	Castro de Rei	Lugo	-7.4003424033	43.2095331403
1835	PLAYA SINAS-POZO DE MAR	Galicia	Vilanova de Arousa	Pontevedra	-8.81740316965	42.5792360151
1836	PLAYA MOSQUEIRO-POZA DA VILA	Galicia	Vilanova de Arousa	Pontevedra	-8.82364415862	42.5799703034
1837	PLAYA TESTAL-TARAMANCOS	Galicia	Noia	Coruña (A)	-8.91278652381	42.7937249978
1838	PLAYA CATÍA-CASTRO	Galicia	Ribeira	Coruña (A)	-9.00355547754	42.5300307844
1839	PLAYA PARAISO	Murcia	Cartagena	Murcia	-0.729130699108	37.6338024491
1840	RIO MIÑO OUTEIRO DE REI	Galicia	Outeiro de Rei	Lugo	-7.62007220905	43.0972090576
1841	RIO CABE MONFORTE DE LEMOS	Galicia	Monforte de Lemos	Lugo	-7.49884565788	42.5530737785
1842	ARROYO CIMORRO NAVALACRUZ	Castilla y León	Navalacruz	Avila	-4.94993397147	40.4479869049
1843	RIO RÍO CABANELAS COTOBADE	Galicia	Cotobade	Pontevedra	-8.52766073494	42.4860593487
